,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,execution_time,F1_score,recall,precision
105,ChEMBL,assays_horizontal_0_ac3_ev,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['ss_d', 'chmbl_d', 'dscrptn', 'dc_d', 'ss_tss', 'tss_d', 'ss_tx_d', 'ss_rgnsm', 'td', 'b_frmt', 'rltnshp_tp', 'ss_tp', 'cnfdnc_scr', 'ss_tst_tp', 'crtd_b', 'ss_cll_tp', 'cll_d', 'ss_strn', 'ss_sbclllr_frctn', 'src_d']",,0.18,0.1,1.0
118,ChEMBL,assays_horizontal_0_ac2_av,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['CHI', 'ASI', 'Descri', 'DOI', 'TII', 'ASTIS', 'ASSTI', 'ASORGA', 'Ti', 'BAFOR', 'ASTY', 'CONFSCO', 'CUB', 'RELATTY', 'ASSTETY', 'CEI', 'ASCETY', 'ASST', 'ASSSUBCFR', 'SI']",,0.67,0.5,1.0
153,ChEMBL,assays_horizontal_100_ac4_av,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assays_CHEI', 'assays_ASI', 'assays_Descr', 'assays_DOI', 'assays_ASSTI', 'assays_TISI', 'assays_ASTI', 'assays_ASOR', 'assays_Ti', 'assays_BFO', 'assays_CONSC', 'assays_RELT', 'assays_AST', 'assays_ASTTY', 'assays_CUB', 'assays_ASCETY', 'assays_CI', 'assays_SI', 'assays_ASST', 'assays_ASSUBCFRAC']",,0.0,0.0,0.0
189,ChEMBL,assays_horizontal_100_ac5_av,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assays_chmbl_d', 'assays_ss_d', 'assays_dscrptn', 'assays_dc_d', 'assays_ss_tss', 'assays_tss_d', 'assays_ss_tx_d', 'assays_td', 'assays_ss_rgnsm', 'assays_b_frmt', 'assays_cnfdnc_scr', 'assays_ss_tp', 'assays_crtd_b', 'assays_rltnshp_tp', 'assays_ss_tst_tp', 'assays_cll_d', 'assays_ss_cll_tp', 'assays_ss_strn', 'assays_ss_sbclllr_frctn', 'assays_src_d']",0 days 00:01:57.743517,0.0,0.0,0.0
205,ChEMBL,assays_horizontal_0_ac4_ev,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assays_ASSI', 'assays_CHI', 'assays_Descr', 'assays_DOI', 'assays_TISI', 'assays_ASTI', 'assays_ASSTAI', 'assays_ASORGA', 'assays_Ti', 'assays_BAFOR', 'assays_CONSCO', 'assays_RELT', 'assays_ASTETY', 'assays_CURAB', 'assays_ASST', 'assays_ASCTY', 'assays_CEI', 'assays_ASSUBCEFRA', 'assay_strain', 'assays_SI']",0 days 00:02:50.577908,0.1,0.05,1.0
215,ChEMBL,assays_horizontal_0_ac1_av,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assays_chembl_id', 'assays_assay_id', 'assays_description', 'assays_doc_id', 'assays_tissue_id', 'assays_assay_tissue', 'assays_assay_organism', 'assays_assay_tax_id', 'assays_tid', 'assays_bao_format', 'assays_relationship_type', 'assays_confidence_score', 'assays_assay_type', 'assays_curated_by', 'assays_assay_test_type', 'assays_cell_id', 'assays_assay_cell_type', 'assays_assay_strain', 'assays_assay_subcellular_fraction', 'assays_src_id']",0 days 00:02:22.361535,0.92,0.85,1.0
222,ChEMBL,assays_horizontal_100_ac1_av,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assays_chembl_id', 'assays_assay_id', 'assays_description', 'assays_doc_id', 'assays_assay_tissue', 'assays_tissue_id', 'assays_assay_tax_id', 'assays_assay_organism', 'assays_tid', 'assays_bao_format', 'assays_assay_type', 'assays_relationship_type', 'assays_confidence_score', 'assays_curated_by', 'assays_assay_test_type', 'assays_assay_cell_type', 'assays_cell_id', 'assays_assay_subcellular_fraction', 'assays_src_id', 'assays_assay_strain']",,0.89,0.8,1.0
224,ChEMBL,assays_horizontal_50_ac4_av,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assays_ASSI', 'assays_CHI', 'assays_Des', 'assays_DOI', 'assays_TISI', 'assays_ASSTIS', 'assays_ASSTAI', 'assays_ASSOR', 'assays_T', 'assays_BFOR', 'assays_RELTY', 'assays_ASTY', 'assays_CURB', 'assays_CONFSCO', 'assays_ASSTET', 'assays_CI', 'assays_ASCETY', 'assays_ASSUBCELFR', 'assays_ASSSTR', 'assays_SI']",,0.1,0.05,1.0
229,ChEMBL,assays_horizontal_50_ac3_ev,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['chmbl_d', 'ss_d', 'dscrptn', 'dc_d', 'tss_d', 'ss_tss', 'ss_tx_d', 'ss_rgnsm', 'td', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'ss_tp', 'ss_tst_tp', 'crtd_b', 'ss_cll_tp', 'cll_d', 'src_d', 'ss_sbclllr_frctn', 'ss_strn']",,0.1,0.05,1.0
231,ChEMBL,assays_horizontal_0_ec_ev,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assay_id', 'chembl_id', 'description', 'doc_id', 'assay_tissue', 'tissue_id', 'assay_organism', 'assay_tax_id', 'tid', 'bao_format', 'relationship_type', 'confidence_score', 'assay_type', 'assay_test_type', 'curated_by', 'assay_cell_type', 'cell_id', 'src_id', 'assay_subcellular_fraction', 'assay_strain']",,1.0,1.0,1.0
249,ChEMBL,assays_horizontal_0_ac5_ev,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assays_ss_d', 'assays_chmbl_d', 'assays_dscrptn', 'assays_dc_d', 'assays_ss_tss', 'assays_tss_d', 'assays_ss_tx_d', 'assays_ss_rgnsm', 'assays_td', 'assays_b_frmt', 'assays_rltnshp_tp', 'assays_ss_tp', 'assays_cnfdnc_scr', 'assays_crtd_b', 'assays_ss_tst_tp', 'assays_ss_cll_tp', 'assays_cll_d', 'assays_ss_sbclllr_frctn', 'assays_src_d', 'assays_ss_strn']",0 days 00:02:40.587584,0.0,0.0,0.0
251,ChEMBL,assays_horizontal_0_ac4_av,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assays_CHEI', 'assays_ASI', 'assays_Descr', 'assays_DOI', 'assays_ASSTI', 'assays_TISI', 'assays_ASTAI', 'assays_ASSORGA', 'assays_T', 'assays_BFOR', 'assays_CONSC', 'assays_CURAB', 'assays_AST', 'assays_RELATT', 'assays_ASCET', 'assays_ASTET', 'assays_ASSSTR', 'assays_CI', 'assays_SI', 'assays_ASSSUBFRA']",0 days 00:01:55.683087,0.1,0.05,1.0
277,ChEMBL,assays_horizontal_50_ac2_ev,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['ASSI', 'CHEI', 'Desc', 'DI', 'TII', 'ASSTIS', 'ASTI', 'ASSORGA', 'Ti', 'BFOR', 'RELATT', 'ASSTY', 'CONFSC', 'ASTT', 'CURAB', 'CI', 'ASCETY', 'ASST', 'ASSSUBCELFRAC', 'SRI']",0 days 00:03:10.424770,0.57,0.4,1.0
289,ChEMBL,assays_horizontal_50_ac4_ev,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['assays_ASSI', 'assays_CHI', 'assays_Descri', 'assays_DI', 'assays_ASTIS', 'assays_TII', 'assays_ASSOR', 'assays_ASSTI', 'assays_T', 'assays_BAFO', 'assays_RELTY', 'assays_CONFISCO', 'assays_ASST', 'assays_CURB', 'assays_ASTTY', 'assays_ASSCTY', 'assays_CEI', 'assays_ASSST', 'assays_ASSUBFRA', 'assays_SI']",,0.0,0.0,0.0
293,ChEMBL,assays_horizontal_50_ac2_av,Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'tid', 'relationship_type', 'confidence_score', 'curated_by', 'src_id', 'src_assay_id', 'chembl_id', 'cell_id', 'bao_format', 'tissue_id', 'variant_id']","['CHI', 'ASI', 'Descr', 'DOI', 'ASSTIS', 'TII', 'ASOR', 'ASSTI', 'Ti', 'BAFO', 'CONSC', 'RELATITY', 'ASTY', 'CUB', 'ASTET', 'CEI', 'ASSCETY', 'ASST', 'ASSUBCELFRA', 'SI']",,0.67,0.5,1.0
