,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,F1 cross-domain,Recall cross-domain,Precision cross-domain
4612,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
5096,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,11,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
5619,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,12,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
5903,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,13,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
6332,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,14,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0.8888888888888888,0.8,1.0
6572,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,15,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0.8888888888888888,0.8,1.0
7046,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,16,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
7457,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,17,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
8117,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,18,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0.8888888888888888,0.8,1.0
8339,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,19,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
8770,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,20,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
9362,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,21,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
9764,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,22,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
10224,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,23,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
10878,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,24,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
11068,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,25,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
11511,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,26,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
11755,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,27,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
12379,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,28,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
12717,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,29,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
13209,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,30,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
13864,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,31,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
13936,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,32,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
14715,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,33,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
14862,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,34,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
15443,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,35,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
15803,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,36,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
16261,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,37,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
16729,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,38,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
17105,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,39,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
17789,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,40,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
18066,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,41,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
18262,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,42,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0.8888888888888888,0.8,1.0
18879,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,43,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
19151,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,44,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
19828,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,45,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
20026,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,46,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
20523,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,47,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
21229,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,48,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
21308,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,49,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
21919,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,50,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
22329,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,51,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
22740,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,52,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
23289,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,53,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
23795,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,54,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
24217,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,55,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
24609,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,56,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
25107,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,57,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0.8888888888888888,0.8,1.0
25528,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,58,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
25889,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,59,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
26208,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,60,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
26856,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,61,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
27196,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,62,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
27372,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,63,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
27833,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,64,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
28503,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,65,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
28774,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,66,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
29466,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,67,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
29840,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,68,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
30322,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,69,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0.8888888888888888,0.8,1.0
30473,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,70,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
31013,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,71,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
31244,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,72,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
31660,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,73,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
32244,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,74,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
32961,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,75,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
33395,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,76,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
33613,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,77,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0.8888888888888888,0.8,1.0
34177,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,78,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
34507,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,79,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
35037,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,80,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
35241,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,81,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
35847,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,82,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0.8888888888888888,0.8,1.0
36174,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,83,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
36571,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,84,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
36978,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,85,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
37352,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,86,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
37926,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,87,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
38324,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,88,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
38633,Magellan,beeradvo_ratebeer,beeradvo_ratebeer,89,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1.0,1.0,1.0
