,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,F1_score,recall,precision,noise level
4497,Magellan,amazon_google_exp,amazon_google_exp,10,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
5153,Magellan,amazon_google_exp,amazon_google_exp,11,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
5351,Magellan,amazon_google_exp,amazon_google_exp,12,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
6018,Magellan,amazon_google_exp,amazon_google_exp,13,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
6465,Magellan,amazon_google_exp,amazon_google_exp,14,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
6662,Magellan,amazon_google_exp,amazon_google_exp,15,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
7231,Magellan,amazon_google_exp,amazon_google_exp,16,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
7821,Magellan,amazon_google_exp,amazon_google_exp,17,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
8077,Magellan,amazon_google_exp,amazon_google_exp,18,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
8751,Magellan,amazon_google_exp,amazon_google_exp,19,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
8786,Magellan,amazon_google_exp,amazon_google_exp,20,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
9646,Magellan,amazon_google_exp,amazon_google_exp,21,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
9800,Magellan,amazon_google_exp,amazon_google_exp,22,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
10088,Magellan,amazon_google_exp,amazon_google_exp,23,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
10591,Magellan,amazon_google_exp,amazon_google_exp,24,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
11326,Magellan,amazon_google_exp,amazon_google_exp,25,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
11745,Magellan,amazon_google_exp,amazon_google_exp,26,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
12176,Magellan,amazon_google_exp,amazon_google_exp,27,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
12607,Magellan,amazon_google_exp,amazon_google_exp,28,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
12725,Magellan,amazon_google_exp,amazon_google_exp,29,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
13457,Magellan,amazon_google_exp,amazon_google_exp,30,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
13940,Magellan,amazon_google_exp,amazon_google_exp,31,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
14030,Magellan,amazon_google_exp,amazon_google_exp,32,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
14763,Magellan,amazon_google_exp,amazon_google_exp,33,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
15118,Magellan,amazon_google_exp,amazon_google_exp,34,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
15558,Magellan,amazon_google_exp,amazon_google_exp,35,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
15901,Magellan,amazon_google_exp,amazon_google_exp,36,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
16419,Magellan,amazon_google_exp,amazon_google_exp,37,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
16859,Magellan,amazon_google_exp,amazon_google_exp,38,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
17240,Magellan,amazon_google_exp,amazon_google_exp,39,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
17926,Magellan,amazon_google_exp,amazon_google_exp,40,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
18155,Magellan,amazon_google_exp,amazon_google_exp,41,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
18445,Magellan,amazon_google_exp,amazon_google_exp,42,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
18807,Magellan,amazon_google_exp,amazon_google_exp,43,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
19558,Magellan,amazon_google_exp,amazon_google_exp,44,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
19671,Magellan,amazon_google_exp,amazon_google_exp,45,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
20369,Magellan,amazon_google_exp,amazon_google_exp,46,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
20547,Magellan,amazon_google_exp,amazon_google_exp,47,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
21253,Magellan,amazon_google_exp,amazon_google_exp,48,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
21800,Magellan,amazon_google_exp,amazon_google_exp,49,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
22185,Magellan,amazon_google_exp,amazon_google_exp,50,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
22416,Magellan,amazon_google_exp,amazon_google_exp,51,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
22887,Magellan,amazon_google_exp,amazon_google_exp,52,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
23545,Magellan,amazon_google_exp,amazon_google_exp,53,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
23599,Magellan,amazon_google_exp,amazon_google_exp,54,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
24168,Magellan,amazon_google_exp,amazon_google_exp,55,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
24629,Magellan,amazon_google_exp,amazon_google_exp,56,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
25279,Magellan,amazon_google_exp,amazon_google_exp,57,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
25490,Magellan,amazon_google_exp,amazon_google_exp,58,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
26084,Magellan,amazon_google_exp,amazon_google_exp,59,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
26299,Magellan,amazon_google_exp,amazon_google_exp,60,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
26926,Magellan,amazon_google_exp,amazon_google_exp,61,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
27313,Magellan,amazon_google_exp,amazon_google_exp,62,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
27623,Magellan,amazon_google_exp,amazon_google_exp,63,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
28255,Magellan,amazon_google_exp,amazon_google_exp,64,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
28467,Magellan,amazon_google_exp,amazon_google_exp,65,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
28876,Magellan,amazon_google_exp,amazon_google_exp,66,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
29356,Magellan,amazon_google_exp,amazon_google_exp,67,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
30064,Magellan,amazon_google_exp,amazon_google_exp,68,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
30227,Magellan,amazon_google_exp,amazon_google_exp,69,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
30928,Magellan,amazon_google_exp,amazon_google_exp,70,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
31331,Magellan,amazon_google_exp,amazon_google_exp,71,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
31843,Magellan,amazon_google_exp,amazon_google_exp,72,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
32031,Magellan,amazon_google_exp,amazon_google_exp,73,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
32496,Magellan,amazon_google_exp,amazon_google_exp,74,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
33028,Magellan,amazon_google_exp,amazon_google_exp,75,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
33241,Magellan,amazon_google_exp,amazon_google_exp,76,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
33920,Magellan,amazon_google_exp,amazon_google_exp,77,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
34069,Magellan,amazon_google_exp,amazon_google_exp,78,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
34815,Magellan,amazon_google_exp,amazon_google_exp,79,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
35189,Magellan,amazon_google_exp,amazon_google_exp,80,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
35483,Magellan,amazon_google_exp,amazon_google_exp,81,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
35915,Magellan,amazon_google_exp,amazon_google_exp,82,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
36339,Magellan,amazon_google_exp,amazon_google_exp,83,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
36701,Magellan,amazon_google_exp,amazon_google_exp,84,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
37472,Magellan,amazon_google_exp,amazon_google_exp,85,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
37783,Magellan,amazon_google_exp,amazon_google_exp,86,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
38114,Magellan,amazon_google_exp,amazon_google_exp,87,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
38539,Magellan,amazon_google_exp,amazon_google_exp,88,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
38939,Magellan,amazon_google_exp,amazon_google_exp,89,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
39491,Magellan,amazon_google_exp,amazon_google_exp,90,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
39782,Magellan,amazon_google_exp,amazon_google_exp,91,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
40537,Magellan,amazon_google_exp,amazon_google_exp,92,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
40571,Magellan,amazon_google_exp,amazon_google_exp,93,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
41451,Magellan,amazon_google_exp,amazon_google_exp,94,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",1.0,1.0,1.0,
41678,Magellan,amazon_google_exp,amazon_google_exp,95,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0.86,0.75,1.0,
