,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,F1_score,recall,precision,noise level
7040,Magellan,dblp_scholar,dblp_scholar,16,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
7677,Magellan,dblp_scholar,dblp_scholar,17,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
8223,Magellan,dblp_scholar,dblp_scholar,18,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
8444,Magellan,dblp_scholar,dblp_scholar,19,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
8888,Magellan,dblp_scholar,dblp_scholar,20,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
9432,Magellan,dblp_scholar,dblp_scholar,21,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
9852,Magellan,dblp_scholar,dblp_scholar,22,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
10361,Magellan,dblp_scholar,dblp_scholar,23,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
10537,Magellan,dblp_scholar,dblp_scholar,24,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
11229,Magellan,dblp_scholar,dblp_scholar,25,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
11384,Magellan,dblp_scholar,dblp_scholar,26,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
11876,Magellan,dblp_scholar,dblp_scholar,27,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
12565,Magellan,dblp_scholar,dblp_scholar,28,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
12792,Magellan,dblp_scholar,dblp_scholar,29,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
13397,Magellan,dblp_scholar,dblp_scholar,30,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
13666,Magellan,dblp_scholar,dblp_scholar,31,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
14264,Magellan,dblp_scholar,dblp_scholar,32,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
14472,Magellan,dblp_scholar,dblp_scholar,33,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
15081,Magellan,dblp_scholar,dblp_scholar,34,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
15475,Magellan,dblp_scholar,dblp_scholar,35,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
16114,Magellan,dblp_scholar,dblp_scholar,36,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
16622,Magellan,dblp_scholar,dblp_scholar,37,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
16645,Magellan,dblp_scholar,dblp_scholar,38,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
17165,Magellan,dblp_scholar,dblp_scholar,39,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
17728,Magellan,dblp_scholar,dblp_scholar,40,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
18265,Magellan,dblp_scholar,dblp_scholar,41,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
18765,Magellan,dblp_scholar,dblp_scholar,42,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
19140,Magellan,dblp_scholar,dblp_scholar,43,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
19341,Magellan,dblp_scholar,dblp_scholar,44,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
20085,Magellan,dblp_scholar,dblp_scholar,45,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
20117,Magellan,dblp_scholar,dblp_scholar,46,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
20615,Magellan,dblp_scholar,dblp_scholar,47,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
21145,Magellan,dblp_scholar,dblp_scholar,48,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
21702,Magellan,dblp_scholar,dblp_scholar,49,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
21855,Magellan,dblp_scholar,dblp_scholar,50,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
22670,Magellan,dblp_scholar,dblp_scholar,51,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
22845,Magellan,dblp_scholar,dblp_scholar,52,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
23380,Magellan,dblp_scholar,dblp_scholar,53,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
23986,Magellan,dblp_scholar,dblp_scholar,54,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
24399,Magellan,dblp_scholar,dblp_scholar,55,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
24764,Magellan,dblp_scholar,dblp_scholar,56,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
24935,Magellan,dblp_scholar,dblp_scholar,57,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
25594,Magellan,dblp_scholar,dblp_scholar,58,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
25798,Magellan,dblp_scholar,dblp_scholar,59,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
26196,Magellan,dblp_scholar,dblp_scholar,60,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
27018,Magellan,dblp_scholar,dblp_scholar,61,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
27066,Magellan,dblp_scholar,dblp_scholar,62,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
27897,Magellan,dblp_scholar,dblp_scholar,63,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
28079,Magellan,dblp_scholar,dblp_scholar,64,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
28389,Magellan,dblp_scholar,dblp_scholar,65,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
29078,Magellan,dblp_scholar,dblp_scholar,66,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
29283,Magellan,dblp_scholar,dblp_scholar,67,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
29853,Magellan,dblp_scholar,dblp_scholar,68,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
30459,Magellan,dblp_scholar,dblp_scholar,69,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
30957,Magellan,dblp_scholar,dblp_scholar,70,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
31342,Magellan,dblp_scholar,dblp_scholar,71,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
31632,Magellan,dblp_scholar,dblp_scholar,72,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
32266,Magellan,dblp_scholar,dblp_scholar,73,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
32573,Magellan,dblp_scholar,dblp_scholar,74,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
33005,Magellan,dblp_scholar,dblp_scholar,75,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
33474,Magellan,dblp_scholar,dblp_scholar,76,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
33636,Magellan,dblp_scholar,dblp_scholar,77,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
34084,Magellan,dblp_scholar,dblp_scholar,78,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
34573,Magellan,dblp_scholar,dblp_scholar,79,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
34942,Magellan,dblp_scholar,dblp_scholar,80,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
35569,Magellan,dblp_scholar,dblp_scholar,81,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
35910,Magellan,dblp_scholar,dblp_scholar,82,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
36517,Magellan,dblp_scholar,dblp_scholar,83,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
36708,Magellan,dblp_scholar,dblp_scholar,84,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
37234,Magellan,dblp_scholar,dblp_scholar,85,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
37872,Magellan,dblp_scholar,dblp_scholar,86,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
38371,Magellan,dblp_scholar,dblp_scholar,87,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
38648,Magellan,dblp_scholar,dblp_scholar,88,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
39237,Magellan,dblp_scholar,dblp_scholar,89,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
39452,Magellan,dblp_scholar,dblp_scholar,90,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
39733,Magellan,dblp_scholar,dblp_scholar,91,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
40307,Magellan,dblp_scholar,dblp_scholar,92,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
40660,Magellan,dblp_scholar,dblp_scholar,93,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
41391,Magellan,dblp_scholar,dblp_scholar,94,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",1.0,1.0,1.0,
41640,Magellan,dblp_scholar,dblp_scholar,95,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'venue', 'year']",0.89,0.8,1.0,
