,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,F1_score,recall,precision,noise level
26965,Magellan,walmart_amazon,walmart_amazon,61,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
27096,Magellan,walmart_amazon,walmart_amazon,62,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
27799,Magellan,walmart_amazon,walmart_amazon,63,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
28152,Magellan,walmart_amazon,walmart_amazon,64,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.91,0.83,1.0,
28415,Magellan,walmart_amazon,walmart_amazon,65,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.91,0.83,1.0,
29230,Magellan,walmart_amazon,walmart_amazon,66,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
29463,Magellan,walmart_amazon,walmart_amazon,67,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
29750,Magellan,walmart_amazon,walmart_amazon,68,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
30478,Magellan,walmart_amazon,walmart_amazon,69,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
30890,Magellan,walmart_amazon,walmart_amazon,70,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
31386,Magellan,walmart_amazon,walmart_amazon,71,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
31607,Magellan,walmart_amazon,walmart_amazon,72,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.91,0.83,1.0,
31994,Magellan,walmart_amazon,walmart_amazon,73,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.91,0.83,1.0,
32720,Magellan,walmart_amazon,walmart_amazon,74,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
32898,Magellan,walmart_amazon,walmart_amazon,75,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.91,0.83,1.0,
33218,Magellan,walmart_amazon,walmart_amazon,76,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
33706,Magellan,walmart_amazon,walmart_amazon,77,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
34043,Magellan,walmart_amazon,walmart_amazon,78,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
34789,Magellan,walmart_amazon,walmart_amazon,79,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
35304,Magellan,walmart_amazon,walmart_amazon,80,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.91,0.83,1.0,
35687,Magellan,walmart_amazon,walmart_amazon,81,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.91,0.83,1.0,
36181,Magellan,walmart_amazon,walmart_amazon,82,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
36591,Magellan,walmart_amazon,walmart_amazon,83,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.91,0.83,1.0,
36657,Magellan,walmart_amazon,walmart_amazon,84,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
37409,Magellan,walmart_amazon,walmart_amazon,85,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
37888,Magellan,walmart_amazon,walmart_amazon,86,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
38204,Magellan,walmart_amazon,walmart_amazon,87,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
38631,Magellan,walmart_amazon,walmart_amazon,88,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.91,0.83,1.0,
38927,Magellan,walmart_amazon,walmart_amazon,89,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.91,0.83,1.0,
39535,Magellan,walmart_amazon,walmart_amazon,90,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.91,0.83,1.0,
39828,Magellan,walmart_amazon,walmart_amazon,91,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.91,0.83,1.0,
40209,Magellan,walmart_amazon,walmart_amazon,92,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.91,0.83,1.0,
40787,Magellan,walmart_amazon,walmart_amazon,93,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
41079,Magellan,walmart_amazon,walmart_amazon,94,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
41642,Magellan,walmart_amazon,walmart_amazon,95,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0.8,0.67,1.0,
