,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,F1_score,recall,precision,noise level
4466,Magellan,itunes_amazon,itunes_amazon,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
5066,Magellan,itunes_amazon,itunes_amazon,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
5374,Magellan,itunes_amazon,itunes_amazon,12,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
6108,Magellan,itunes_amazon,itunes_amazon,13,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
6276,Magellan,itunes_amazon,itunes_amazon,14,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
6806,Magellan,itunes_amazon,itunes_amazon,15,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.88,0.78,1.0,
7277,Magellan,itunes_amazon,itunes_amazon,16,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
7722,Magellan,itunes_amazon,itunes_amazon,17,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
8276,Magellan,itunes_amazon,itunes_amazon,18,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
8729,Magellan,itunes_amazon,itunes_amazon,19,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
8944,Magellan,itunes_amazon,itunes_amazon,20,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
9518,Magellan,itunes_amazon,itunes_amazon,21,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
9828,Magellan,itunes_amazon,itunes_amazon,22,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
10093,Magellan,itunes_amazon,itunes_amazon,23,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.88,0.78,1.0,
10894,Magellan,itunes_amazon,itunes_amazon,24,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
11084,Magellan,itunes_amazon,itunes_amazon,25,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
11597,Magellan,itunes_amazon,itunes_amazon,26,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
11908,Magellan,itunes_amazon,itunes_amazon,27,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
12469,Magellan,itunes_amazon,itunes_amazon,28,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
12989,Magellan,itunes_amazon,itunes_amazon,29,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
13332,Magellan,itunes_amazon,itunes_amazon,30,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
13901,Magellan,itunes_amazon,itunes_amazon,31,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
14040,Magellan,itunes_amazon,itunes_amazon,32,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
14714,Magellan,itunes_amazon,itunes_amazon,33,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
15287,Magellan,itunes_amazon,itunes_amazon,34,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
15384,Magellan,itunes_amazon,itunes_amazon,35,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
15858,Magellan,itunes_amazon,itunes_amazon,36,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
16321,Magellan,itunes_amazon,itunes_amazon,37,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
16724,Magellan,itunes_amazon,itunes_amazon,38,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
17371,Magellan,itunes_amazon,itunes_amazon,39,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.88,0.78,1.0,
17798,Magellan,itunes_amazon,itunes_amazon,40,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
18230,Magellan,itunes_amazon,itunes_amazon,41,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
18438,Magellan,itunes_amazon,itunes_amazon,42,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
19032,Magellan,itunes_amazon,itunes_amazon,43,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
19666,Magellan,itunes_amazon,itunes_amazon,44,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
19989,Magellan,itunes_amazon,itunes_amazon,45,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
20267,Magellan,itunes_amazon,itunes_amazon,46,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
20834,Magellan,itunes_amazon,itunes_amazon,47,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.88,0.78,1.0,
21025,Magellan,itunes_amazon,itunes_amazon,48,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
21646,Magellan,itunes_amazon,itunes_amazon,49,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
22170,Magellan,itunes_amazon,itunes_amazon,50,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
22446,Magellan,itunes_amazon,itunes_amazon,51,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
22997,Magellan,itunes_amazon,itunes_amazon,52,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
23547,Magellan,itunes_amazon,itunes_amazon,53,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
23908,Magellan,itunes_amazon,itunes_amazon,54,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
24086,Magellan,itunes_amazon,itunes_amazon,55,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.88,0.78,1.0,
24514,Magellan,itunes_amazon,itunes_amazon,56,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
25141,Magellan,itunes_amazon,itunes_amazon,57,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
25528,Magellan,itunes_amazon,itunes_amazon,58,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
25948,Magellan,itunes_amazon,itunes_amazon,59,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
26396,Magellan,itunes_amazon,itunes_amazon,60,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
26976,Magellan,itunes_amazon,itunes_amazon,61,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
27172,Magellan,itunes_amazon,itunes_amazon,62,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.94,0.89,1.0,
27680,Magellan,itunes_amazon,itunes_amazon,63,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",0.88,0.78,1.0,
28134,Magellan,itunes_amazon,itunes_amazon,64,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","['id', 'Song_Name', 'Artist_Name', 'Album_Name', 'Genre', 'Price', 'CopyRight', 'Time', 'Released']","['id', 'Song_Name', 'Album_Name', 'CopyRight', 'Released', 'Artist_Name', 'Time', 'Genre', 'Price']",1.0,1.0,1.0,
