,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,F1_score,recall,precision,noise level
5627,Magellan,dblp_acm,dblp_acm,12,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
5950,Magellan,dblp_acm,dblp_acm,13,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
6275,Magellan,dblp_acm,dblp_acm,14,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
6691,Magellan,dblp_acm,dblp_acm,15,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
7380,Magellan,dblp_acm,dblp_acm,16,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
7664,Magellan,dblp_acm,dblp_acm,17,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
8115,Magellan,dblp_acm,dblp_acm,18,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
8591,Magellan,dblp_acm,dblp_acm,19,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
9161,Magellan,dblp_acm,dblp_acm,20,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
9419,Magellan,dblp_acm,dblp_acm,21,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
9746,Magellan,dblp_acm,dblp_acm,22,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
10182,Magellan,dblp_acm,dblp_acm,23,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
10769,Magellan,dblp_acm,dblp_acm,24,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
10981,Magellan,dblp_acm,dblp_acm,25,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
11574,Magellan,dblp_acm,dblp_acm,26,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
11932,Magellan,dblp_acm,dblp_acm,27,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
12269,Magellan,dblp_acm,dblp_acm,28,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
13077,Magellan,dblp_acm,dblp_acm,29,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
13535,Magellan,dblp_acm,dblp_acm,30,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
13970,Magellan,dblp_acm,dblp_acm,31,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
14307,Magellan,dblp_acm,dblp_acm,32,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
14683,Magellan,dblp_acm,dblp_acm,33,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
15269,Magellan,dblp_acm,dblp_acm,34,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
15590,Magellan,dblp_acm,dblp_acm,35,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
15982,Magellan,dblp_acm,dblp_acm,36,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
16203,Magellan,dblp_acm,dblp_acm,37,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
16766,Magellan,dblp_acm,dblp_acm,38,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
17474,Magellan,dblp_acm,dblp_acm,39,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
17639,Magellan,dblp_acm,dblp_acm,40,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
18157,Magellan,dblp_acm,dblp_acm,41,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
18568,Magellan,dblp_acm,dblp_acm,42,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
18908,Magellan,dblp_acm,dblp_acm,43,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
19300,Magellan,dblp_acm,dblp_acm,44,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
19816,Magellan,dblp_acm,dblp_acm,45,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
20415,Magellan,dblp_acm,dblp_acm,46,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
20764,Magellan,dblp_acm,dblp_acm,47,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
21365,Magellan,dblp_acm,dblp_acm,48,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
21836,Magellan,dblp_acm,dblp_acm,49,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
22270,Magellan,dblp_acm,dblp_acm,50,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
22397,Magellan,dblp_acm,dblp_acm,51,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
22819,Magellan,dblp_acm,dblp_acm,52,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
23307,Magellan,dblp_acm,dblp_acm,53,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
23771,Magellan,dblp_acm,dblp_acm,54,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
24353,Magellan,dblp_acm,dblp_acm,55,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
24525,Magellan,dblp_acm,dblp_acm,56,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
24970,Magellan,dblp_acm,dblp_acm,57,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
25501,Magellan,dblp_acm,dblp_acm,58,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
25756,Magellan,dblp_acm,dblp_acm,59,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
26555,Magellan,dblp_acm,dblp_acm,60,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
26941,Magellan,dblp_acm,dblp_acm,61,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
27301,Magellan,dblp_acm,dblp_acm,62,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
27665,Magellan,dblp_acm,dblp_acm,63,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
27999,Magellan,dblp_acm,dblp_acm,64,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
28692,Magellan,dblp_acm,dblp_acm,65,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
29224,Magellan,dblp_acm,dblp_acm,66,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
29308,Magellan,dblp_acm,dblp_acm,67,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
29839,Magellan,dblp_acm,dblp_acm,68,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
30391,Magellan,dblp_acm,dblp_acm,69,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
30952,Magellan,dblp_acm,dblp_acm,70,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
31098,Magellan,dblp_acm,dblp_acm,71,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
31488,Magellan,dblp_acm,dblp_acm,72,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
32177,Magellan,dblp_acm,dblp_acm,73,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
32674,Magellan,dblp_acm,dblp_acm,74,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
33009,Magellan,dblp_acm,dblp_acm,75,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
33198,Magellan,dblp_acm,dblp_acm,76,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
33667,Magellan,dblp_acm,dblp_acm,77,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
34087,Magellan,dblp_acm,dblp_acm,78,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
34899,Magellan,dblp_acm,dblp_acm,79,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
35148,Magellan,dblp_acm,dblp_acm,80,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
35429,Magellan,dblp_acm,dblp_acm,81,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
36102,Magellan,dblp_acm,dblp_acm,82,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
36427,Magellan,dblp_acm,dblp_acm,83,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
36824,Magellan,dblp_acm,dblp_acm,84,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
37379,Magellan,dblp_acm,dblp_acm,85,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
37711,Magellan,dblp_acm,dblp_acm,86,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
38155,Magellan,dblp_acm,dblp_acm,87,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
38427,Magellan,dblp_acm,dblp_acm,88,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
38938,Magellan,dblp_acm,dblp_acm,89,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
39615,Magellan,dblp_acm,dblp_acm,90,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
39937,Magellan,dblp_acm,dblp_acm,91,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
40186,Magellan,dblp_acm,dblp_acm,92,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
40675,Magellan,dblp_acm,dblp_acm,93,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
41023,Magellan,dblp_acm,dblp_acm,94,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1.0,1.0,1.0,
41510,Magellan,dblp_acm,dblp_acm,95,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0.89,0.8,1.0,
