,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,it,F1_score,recall,precision
194,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,1,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",7,1.0,1.0,1.0
197,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,1,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",2,1.0,1.0,1.0
199,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,1,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",4,1.0,1.0,1.0
204,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,2,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",4,1.0,1.0,1.0
211,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,2,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",3,1.0,1.0,1.0
231,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,2,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",9,1.0,1.0,1.0
244,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,2,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",7,1.0,1.0,1.0
256,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,2,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",2,1.0,1.0,1.0
271,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,2,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",8,1.0,1.0,1.0
273,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,2,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0,1.0,1.0,1.0
278,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,2,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1,1.0,1.0,1.0
285,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,2,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",6,1.0,1.0,1.0
293,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,2,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",5,1.0,1.0,1.0
311,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,3,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1,1.0,1.0,1.0
320,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,3,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",5,1.0,1.0,1.0
342,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,3,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",9,1.0,1.0,1.0
372,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,3,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0,1.0,1.0,1.0
377,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,3,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",4,1.0,1.0,1.0
379,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,3,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",8,1.0,1.0,1.0
381,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,3,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",7,1.0,1.0,1.0
386,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,3,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",6,1.0,1.0,1.0
394,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,3,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",3,1.0,1.0,1.0
399,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,3,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",2,1.0,1.0,1.0
422,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",8,1.0,1.0,1.0
437,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",3,1.0,1.0,1.0
439,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0,1.0,1.0,1.0
452,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",5,1.0,1.0,1.0
453,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",4,1.0,1.0,1.0
454,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",2,1.0,1.0,1.0
455,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",7,1.0,1.0,1.0
486,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",9,1.0,1.0,1.0
490,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1,1.0,1.0,1.0
497,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",6,1.0,1.0,1.0
502,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",6,1.0,1.0,1.0
506,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",4,1.0,1.0,1.0
510,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0,1.0,1.0,1.0
512,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",7,1.0,1.0,1.0
517,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",9,1.0,1.0,1.0
544,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",5,1.0,1.0,1.0
546,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",8,1.0,1.0,1.0
551,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",3,1.0,1.0,1.0
552,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",2,1.0,1.0,1.0
560,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1,1.0,1.0,1.0
624,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",9,1.0,1.0,1.0
626,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",6,1.0,1.0,1.0
627,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",3,1.0,1.0,1.0
628,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1,1.0,1.0,1.0
641,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",7,1.0,1.0,1.0
647,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",4,1.0,1.0,1.0
655,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",5,1.0,1.0,1.0
681,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",8,1.0,1.0,1.0
691,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",2,1.0,1.0,1.0
692,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0,1.0,1.0,1.0
704,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1,1.0,1.0,1.0
706,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",5,1.0,1.0,1.0
710,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",4,1.0,1.0,1.0
715,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",6,1.0,1.0,1.0
731,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",2,1.0,1.0,1.0
757,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0,1.0,1.0,1.0
776,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",7,1.0,1.0,1.0
777,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",9,1.0,1.0,1.0
778,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",3,1.0,1.0,1.0
795,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",8,1.0,1.0,1.0
830,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",1,1.0,1.0,1.0
831,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",4,1.0,1.0,1.0
854,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",3,1.0,1.0,1.0
864,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",0,1.0,1.0,1.0
870,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",5,1.0,1.0,1.0
877,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",6,1.0,1.0,1.0
879,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",9,1.0,1.0,1.0
881,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",7,1.0,1.0,1.0
884,tests_stability,beeradvo_ratebeer,beeradvo_ratebeer,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'Beer_Name', 'Brew_Factory_Name', 'Style', 'ABV']","['Beer_Name', 'id', 'Brew_Factory_Name', 'ABV', 'Style']",2,1.0,1.0,1.0
