,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,it,F1_score,recall,precision
466,tests_stability,dblp_acm,dblp_acm,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",9,1.0,1.0,1.0
471,tests_stability,dblp_acm,dblp_acm,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",5,1.0,1.0,1.0
476,tests_stability,dblp_acm,dblp_acm,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",4,1.0,1.0,1.0
483,tests_stability,dblp_acm,dblp_acm,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",8,1.0,1.0,1.0
496,tests_stability,dblp_acm,dblp_acm,4,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",6,1.0,1.0,1.0
505,tests_stability,dblp_acm,dblp_acm,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",9,1.0,1.0,1.0
513,tests_stability,dblp_acm,dblp_acm,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0,1.0,1.0,1.0
540,tests_stability,dblp_acm,dblp_acm,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",7,1.0,1.0,1.0
556,tests_stability,dblp_acm,dblp_acm,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",3,1.0,1.0,1.0
576,tests_stability,dblp_acm,dblp_acm,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1,1.0,1.0,1.0
581,tests_stability,dblp_acm,dblp_acm,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",4,1.0,1.0,1.0
584,tests_stability,dblp_acm,dblp_acm,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",6,1.0,1.0,1.0
585,tests_stability,dblp_acm,dblp_acm,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",2,1.0,1.0,1.0
591,tests_stability,dblp_acm,dblp_acm,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",8,1.0,1.0,1.0
595,tests_stability,dblp_acm,dblp_acm,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",5,1.0,1.0,1.0
600,tests_stability,dblp_acm,dblp_acm,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",9,1.0,1.0,1.0
622,tests_stability,dblp_acm,dblp_acm,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1,1.0,1.0,1.0
631,tests_stability,dblp_acm,dblp_acm,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",5,1.0,1.0,1.0
633,tests_stability,dblp_acm,dblp_acm,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",7,1.0,1.0,1.0
637,tests_stability,dblp_acm,dblp_acm,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",8,1.0,1.0,1.0
640,tests_stability,dblp_acm,dblp_acm,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",2,1.0,1.0,1.0
662,tests_stability,dblp_acm,dblp_acm,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",4,1.0,1.0,1.0
688,tests_stability,dblp_acm,dblp_acm,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0,1.0,1.0,1.0
695,tests_stability,dblp_acm,dblp_acm,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",6,1.0,1.0,1.0
698,tests_stability,dblp_acm,dblp_acm,6,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",3,1.0,1.0,1.0
701,tests_stability,dblp_acm,dblp_acm,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",7,1.0,1.0,1.0
707,tests_stability,dblp_acm,dblp_acm,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",8,1.0,1.0,1.0
718,tests_stability,dblp_acm,dblp_acm,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",2,1.0,1.0,1.0
732,tests_stability,dblp_acm,dblp_acm,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0,1.0,1.0,1.0
739,tests_stability,dblp_acm,dblp_acm,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",5,1.0,1.0,1.0
764,tests_stability,dblp_acm,dblp_acm,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",3,1.0,1.0,1.0
765,tests_stability,dblp_acm,dblp_acm,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",9,1.0,1.0,1.0
771,tests_stability,dblp_acm,dblp_acm,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1,1.0,1.0,1.0
787,tests_stability,dblp_acm,dblp_acm,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",4,1.0,1.0,1.0
799,tests_stability,dblp_acm,dblp_acm,7,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",6,1.0,1.0,1.0
800,tests_stability,dblp_acm,dblp_acm,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",9,1.0,1.0,1.0
803,tests_stability,dblp_acm,dblp_acm,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",3,1.0,1.0,1.0
811,tests_stability,dblp_acm,dblp_acm,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",5,1.0,1.0,1.0
813,tests_stability,dblp_acm,dblp_acm,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",6,1.0,1.0,1.0
844,tests_stability,dblp_acm,dblp_acm,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",7,1.0,1.0,1.0
847,tests_stability,dblp_acm,dblp_acm,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0,1.0,1.0,1.0
856,tests_stability,dblp_acm,dblp_acm,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",4,1.0,1.0,1.0
867,tests_stability,dblp_acm,dblp_acm,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1,1.0,1.0,1.0
868,tests_stability,dblp_acm,dblp_acm,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",8,1.0,1.0,1.0
871,tests_stability,dblp_acm,dblp_acm,8,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",2,1.0,1.0,1.0
901,tests_stability,dblp_acm,dblp_acm,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0,1.0,1.0,1.0
903,tests_stability,dblp_acm,dblp_acm,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",8,1.0,1.0,1.0
916,tests_stability,dblp_acm,dblp_acm,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",4,1.0,1.0,1.0
924,tests_stability,dblp_acm,dblp_acm,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",2,1.0,1.0,1.0
927,tests_stability,dblp_acm,dblp_acm,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",6,1.0,1.0,1.0
931,tests_stability,dblp_acm,dblp_acm,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",7,1.0,1.0,1.0
968,tests_stability,dblp_acm,dblp_acm,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",5,1.0,1.0,1.0
975,tests_stability,dblp_acm,dblp_acm,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",3,1.0,1.0,1.0
995,tests_stability,dblp_acm,dblp_acm,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1,1.0,1.0,1.0
997,tests_stability,dblp_acm,dblp_acm,9,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",9,1.0,1.0,1.0
1016,tests_stability,dblp_acm,dblp_acm,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",7,1.0,1.0,1.0
1042,tests_stability,dblp_acm,dblp_acm,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",6,1.0,1.0,1.0
1043,tests_stability,dblp_acm,dblp_acm,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",5,1.0,1.0,1.0
1049,tests_stability,dblp_acm,dblp_acm,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",4,1.0,1.0,1.0
1052,tests_stability,dblp_acm,dblp_acm,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",9,1.0,1.0,1.0
1066,tests_stability,dblp_acm,dblp_acm,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",8,1.0,1.0,1.0
1072,tests_stability,dblp_acm,dblp_acm,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",3,1.0,1.0,1.0
1074,tests_stability,dblp_acm,dblp_acm,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0,1.0,1.0,1.0
1084,tests_stability,dblp_acm,dblp_acm,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1,1.0,1.0,1.0
1085,tests_stability,dblp_acm,dblp_acm,10,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",2,1.0,1.0,1.0
1103,tests_stability,dblp_acm,dblp_acm,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",2,1.0,1.0,1.0
1115,tests_stability,dblp_acm,dblp_acm,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",7,1.0,1.0,1.0
1120,tests_stability,dblp_acm,dblp_acm,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",9,1.0,1.0,1.0
1125,tests_stability,dblp_acm,dblp_acm,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",6,1.0,1.0,1.0
1128,tests_stability,dblp_acm,dblp_acm,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",4,1.0,1.0,1.0
1139,tests_stability,dblp_acm,dblp_acm,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",5,1.0,1.0,1.0
1154,tests_stability,dblp_acm,dblp_acm,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",3,1.0,1.0,1.0
1158,tests_stability,dblp_acm,dblp_acm,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",1,1.0,1.0,1.0
1172,tests_stability,dblp_acm,dblp_acm,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",8,1.0,1.0,1.0
1179,tests_stability,dblp_acm,dblp_acm,11,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","['id', 'title', 'authors', 'venue', 'year']","['id', 'title', 'authors', 'year', 'venue']",0,1.0,1.0,1.0
