,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,execution_time,F1_score,recall,precision
9980,OpenData,miller2_vertical_50_ac2_ev,Joinable,23.0,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0]","['Fiscal year', 'Maximum CIDA contribution (project-level)', 'Project Browser country ID', 'Trade development (marker)', 'Urban issues (marker)', 'Organisation sub-class', 'Climate change mitigation (marker)', 'Continent name', 'Biodiversity (marker)', 'Knowledge for development (marker)', 'Sector ID', 'Regional program (marker)', 'Continent ID', 'CountryRegion ID', 'Children issues (marker)', 'CountryRegion percent', 'Disability issues (marker)', 'IRTC percent', 'Desertification (marker)', 'Bilateral aid (international marker)', 'Programming process (new)', 'FSTC percent', 'Division name', 'ICT as a tool for development (marker)', 'CFLI (marker)', 'Project number', 'Status', 'Branch ID', 'Branch name', 'Division ID', 'Section ID', 'Section name', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'CIDA business delivery model (old)', 'PBA type', 'Enviromental sustainability (marker)']","['AmSpe', 'MaxiCIDACont', 'OrgID', 'OrganiNa', 'CouReID', 'CounReN', 'SecN', 'PrBroCoID', 'SecID', 'OrgSu', 'DiN', 'OrgaCl', 'ContiNa', 'ParticDevAnGoGov', 'ConID', 'IndigIs', 'GeEq', 'KnowlFDev', 'Desertif', 'ChilIss', 'OrganiT', 'DisIs', 'ClChMitig', 'ICTAAToFDeve', 'YouIss', 'UrIss', 'Biod', 'TraDevelo', 'CliChaAda', 'SecPe', 'IRTCPerc', 'BilAMa', 'ReProg', 'CFLI', 'CounRegPer', 'FSTCPer', 'ProgrPro', 'FiY']",,0.74,0.64,0.89
10008,OpenData,miller2_vertical_70_ac4_ev,Joinable,23.0,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['Fiscal year', 'Maximum CIDA contribution (project-level)', 'Climate change adaptation (marker)', 'Fund centre name', 'Continent ID', 'Bilateral aid (international marker)', 'Sector name', 'Enviromental sustainability (marker)', 'Status', 'Trade development (marker)', 'ICT as a tool for development (marker)', 'Disability issues (marker)', 'Regional program (marker)', 'Biodiversity (marker)', 'Project Browser country ID', 'CountryRegion ID', 'CIDA business delivery model (old)', 'Organisation sub-class', 'Organisation class', 'Project number', 'Organisation name', 'Amount spent', 'Knowledge for development (marker)', 'Desertification (marker)', 'Section name', 'IRTC percent', 'Division name', 'Youth issues (marker)', 'Branch name', 'Indigenous issues (marker)', 'Urban issues (marker)', 'FSTC percent', 'PBA type', 'Sector ID', 'Branch ID', 'Division ID', 'Section ID', 'Fund centre ID', 'Untied amount(Project-level budget)', 'CFLI (marker)', 'Programming process (new)', 'Climate change mitigation (marker)', 'Participatory development and good governance']","['miller2_AmoSp', 'miller2_ProjNum', 'miller2_MaxCIDAContr', 'miller2_OrganiN', 'miller2_OrganiID', 'miller2_FuCenNa', 'miller2_CouReNa', 'miller2_CoRegID', 'miller2_SecID', 'miller2_PrBrowCoID', 'miller2_SecN', 'miller2_SectNa', 'miller2_OrganS', 'miller2_DiN', 'miller2_BrN', 'miller2_BrID', 'miller2_OrgaCla', 'miller2_DisabIs', 'miller2_ContN', 'miller2_UrIs', 'miller2_OrganT', 'miller2_PBATy', 'miller2_GeEq', 'miller2_KnoFoDev', 'miller2_IndIs', 'miller2_YouIs', 'miller2_ContID', 'miller2_EnvSustain', 'miller2_CIDABusiDeMod', 'miller2_ICTAAToFoDevel', 'miller2_Desertif', 'miller2_TrDeve', 'miller2_Bio', 'miller2_ChIss', 'miller2_BilaAMar', 'miller2_CliChAda', 'miller2_Sta', 'miller2_SePer', 'miller2_CouRegPerc', 'miller2_RePr', 'miller2_FSTCPer', 'miller2_IRTCPerc', 'miller2_FiYe']",,0.06,0.03,1.0
10027,OpenData,miller2_both_50_50_ac4_ev,Joinable,24.0,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'ICT as a tool for development (marker)', 'Fund centre ID', 'Biodiversity (marker)', 'Organisation sub-class', 'CountryRegion percent', 'Branch ID', 'Organisation name', 'Division name', 'Maximum CIDA contribution (project-level)', 'Status', 'Section name', 'Climate change mitigation (marker)', 'Organisation ID', 'Continent ID', 'CIDA business delivery model (old)', 'Enviromental sustainability (marker)', 'CFLI (marker)', 'CountryRegion ID', 'Trade development (marker)', 'CountryRegion name', 'Desertification (marker)', 'Regional program (marker)', 'Project number', 'Untied amount(Project-level budget)', 'Branch name', 'Division ID', 'Section ID', 'Fund centre name', 'FSTC percent', 'IRTC percent', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Climate change adaptation (marker)', 'Participatory development and good governance', 'Urban issues (marker)', 'Children issues (marker)']","['miller2_AmSpe', 'miller2_ProjNu', 'miller2_MaCIDAContr', 'miller2_UnAmProjBu', 'miller2_OrganID', 'miller2_OrgNa', 'miller2_CounRegID', 'miller2_CouReN', 'miller2_SeID', 'miller2_SecN', 'miller2_PrBrowCoID', 'miller2_FCenID', 'miller2_SectNa', 'miller2_OrganiS', 'miller2_DiN', 'miller2_BrID', 'miller2_OrganiCla', 'miller2_ContNa', 'miller2_ContiID', 'miller2_IndigIs', 'miller2_DisabIss', 'miller2_OrganT', 'miller2_Biodi', 'miller2_KnoFoDevelo', 'miller2_TraDevelo', 'miller2_YouIs', 'miller2_ICTAATFDeve', 'miller2_CliChMitig', 'miller2_GeEqu', 'miller2_St', 'miller2_EnviSustain', 'miller2_Dese', 'miller2_CIDABusiDeMo', 'miller2_SePerc', 'miller2_CouRePe', 'miller2_RegPro', 'miller2_CFLI', 'miller2_FiYe']",,0.0,0.0,0.0
10036,OpenData,miller2_vertical_1_ac2_ev,Joinable,24.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","['Fiscal year', 'Project number', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Regional program (marker)', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance']","['AmSp', 'OrgNa', 'OrganiID', 'CoReN', 'CoRegID', 'ProBroCouID', 'SecID', 'SeNa', 'OrganiSu', 'OrganiCl', 'ContiID', 'OrgTy', 'ConN', 'KnowFoDeve', 'TraDevelo', 'IndigIs', 'YoIss', 'GenEqua', 'ICTAATFDeve', 'DisabIs', 'Biodi', 'ChIss', 'UrIs', 'CounRePe', 'SePer', 'FiY']",,0.0,0.0,0.0
10132,OpenData,miller2_both_50_1_ac3_ev,Joinable,24.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Project number', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Regional program (marker)', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance']","['mntspnt', 'rgnstnd', 'rgnstnnm', 'cntrrgnnm', 'cntrrgnd', 'prjctbrwsrcntrd', 'sctrd', 'sctrnm', 'rgnstnsb-clss', 'rgnstnclss', 'cntnntd', 'gndrqlt(mrkr)', 'rgnstntp', 'ctstlfrdvlpmnt(mrkr)', 'cntnntnm', 'knwldgfrdvlpmnt(mrkr)', 'trddvlpmnt(mrkr)', 'rbnsss(mrkr)', 'chldrnsss(mrkr)', 'dsbltsss(mrkr)', 'ndgnssss(mrkr)', 'bdvrst(mrkr)', 'thsss(mrkr)', 'sctrprcnt', 'cntrrgnprcnt', 'fsclr']",,0.0,0.0,0.0
10143,OpenData,miller2_both_50_30_ac4_ev,Joinable,24.0,"[0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Programming process (new)', 'Climate change adaptation (marker)', 'Regional program (marker)', 'Urban issues (marker)', 'Sector percent', 'Project number', 'Untied amount(Project-level budget)', 'Gender equality (marker)', 'Sector name', 'Biodiversity (marker)', 'CountryRegion name', 'CFLI (marker)', 'Organisation class', 'Maximum CIDA contribution (project-level)', 'Status', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Fund centre ID', 'Fund centre name', 'FSTC percent', 'IRTC percent', 'CIDA business delivery model (old)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance']","['miller2_AmSpe', 'miller2_PrNu', 'miller2_MaxCIDAContr', 'miller2_UntAmoPrBud', 'miller2_OrgN', 'miller2_OrgID', 'miller2_PrBroCoID', 'miller2_CounRegNa', 'miller2_CoReID', 'miller2_SecN', 'miller2_SeID', 'miller2_OrganS', 'miller2_OrganT', 'miller2_ContiNa', 'miller2_ContID', 'miller2_OrganiCla', 'miller2_Bio', 'miller2_IndiIs', 'miller2_ChiIss', 'miller2_KnowlFoDevel', 'miller2_ICTAATFoDev', 'miller2_TrDeve', 'miller2_GenEq', 'miller2_DisaIss', 'miller2_YoIs', 'miller2_UrbIss', 'miller2_ClChAdap', 'miller2_SePe', 'miller2_CFLI', 'miller2_CounRePerc', 'miller2_RegPr', 'miller2_PrograPro', 'miller2_FiYe']",,0.0,0.0,0.0
10281,OpenData,miller2_both_50_1_ac5_ev,Joinable,24.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Project number', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Regional program (marker)', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance']","['miller2_mntspnt', 'miller2_rgnstnnm', 'miller2_rgnstnd', 'miller2_cntrrgnnm', 'miller2_prjctbrwsrcntrd', 'miller2_cntrrgnd', 'miller2_sctrd', 'miller2_sctrnm', 'miller2_rgnstnsb-clss', 'miller2_rgnstnclss', 'miller2_rgnstntp', 'miller2_cntnntnm', 'miller2_ctstlfrdvlpmnt(mrkr)', 'miller2_cntnntd', 'miller2_bdvrst(mrkr)', 'miller2_knwldgfrdvlpmnt(mrkr)', 'miller2_chldrnsss(mrkr)', 'miller2_trddvlpmnt(mrkr)', 'miller2_ndgnssss(mrkr)', 'miller2_dsbltsss(mrkr)', 'miller2_thsss(mrkr)', 'miller2_rbnsss(mrkr)', 'miller2_gndrqlt(mrkr)', 'miller2_fsclr', 'miller2_cntrrgnprcnt', 'miller2_sctrprcnt']",,0.0,0.0,0.0
10321,OpenData,miller2_vertical_70_ac2_ev,Joinable,24.0,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0]","['Fiscal year', 'IRTC percent', 'FSTC percent', 'Indigenous issues (marker)', 'Climate change mitigation (marker)', 'Youth issues (marker)', 'Branch name', 'Continent ID', 'Programming process (new)', 'Regional program (marker)', 'Organisation sub-class', 'CIDA business delivery model (old)', 'Sector percent', 'Untied amount(Project-level budget)', 'ICT as a tool for development (marker)', 'Section name', 'Knowledge for development (marker)', 'Desertification (marker)', 'Continent name', 'Disability issues (marker)', 'Children issues (marker)', 'CountryRegion percent', 'Fund centre name', 'Trade development (marker)', 'PBA type', 'Gender equality (marker)', 'Project Browser country ID', 'Division ID', 'Organisation name', 'CFLI (marker)', 'CountryRegion name', 'Organisation ID', 'Organisation class', 'Sector name', 'Amount spent', 'Project number', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Division name', 'Section ID', 'Fund centre ID', 'Bilateral aid (international marker)']","['AmoSp', 'UnAmoProjBud', 'OrganN', 'OrgaID', 'FCenNa', 'CouReN', 'CouReID', 'ProjBrCoID', 'SeNa', 'SecID', 'SeN', 'OrgSu', 'DivID', 'BraN', 'ConID', 'UrbIss', 'OrgCl', 'PBATy', 'OrgaT', 'Bio', 'ConNa', 'ChilIs', 'ParticiDeveloAnGoGover', 'GenEq', 'CliChMit', 'EnvSustain', 'ICTAAToFDevelo', 'Deser', 'TraDevelo', 'IndigIs', 'YouIss', 'CIDABuDeliMo', 'CliChAda', 'KnoFDeve', 'DisabIs', 'SePer', 'FSTCPerc', 'RePr', 'IRTCPer', 'CoRegPe', 'PrograPr', 'CFLI', 'FisYe']",0 days 00:06:32.803169,0.49,0.34,0.86
10328,OpenData,miller2_vertical_1_ac3_ev,Joinable,24.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Project number', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Regional program (marker)', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance']","['mntspnt', 'rgnstnd', 'rgnstnnm', 'cntrrgnnm', 'cntrrgnd', 'prjctbrwsrcntrd', 'sctrd', 'sctrnm', 'rgnstnsb-clss', 'rgnstnclss', 'rgnstntp', 'cntnntnm', 'bdvrst(mrkr)', 'trddvlpmnt(mrkr)', 'cntnntd', 'ctstlfrdvlpmnt(mrkr)', 'ndgnssss(mrkr)', 'dsbltsss(mrkr)', 'gndrqlt(mrkr)', 'rbnsss(mrkr)', 'chldrnsss(mrkr)', 'knwldgfrdvlpmnt(mrkr)', 'thsss(mrkr)', 'sctrprcnt', 'cntrrgnprcnt', 'fsclr']",,0.0,0.0,0.0
10337,OpenData,miller2_both_50_30_ac3_ev,Joinable,24.0,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Organisation ID', 'Urban issues (marker)', 'Trade development (marker)', 'IRTC percent', 'Status', 'Children issues (marker)', 'Project number', 'Organisation sub-class', 'Fund centre ID', 'Desertification (marker)', 'Gender equality (marker)', 'Section name', 'Amount spent', 'Biodiversity (marker)', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Regional program (marker)', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)']","['mntspnt', 'prjctnmbr', 'rgnstnnm', 'rgnstnd', 'cntrrgnd', 'cntrrgnnm', 'prjctbrwsrcntrd', 'sctrnm', 'sctrd', 'fndcntrd', 'sctnnm', 'rgnstnsb-clss', 'rgnstntp', 'rgnstnclss', 'dsrtfctn(mrkr)', 'cntnntnm', 'trddvlpmnt(mrkr)', 'cntnntd', 'dsbltsss(mrkr)', 'rbnsss(mrkr)', 'ctstlfrdvlpmnt(mrkr)', 'gndrqlt(mrkr)', 'ndgnssss(mrkr)', 'thsss(mrkr)', 'chldrnsss(mrkr)', 'knwldgfrdvlpmnt(mrkr)', 'bdvrst(mrkr)', 'stts', 'prtcptrdvlpmntndgdgvrnnc', 'cntrrgnprcnt', 'sctrprcnt', 'fsclr', 'rtcprcnt']",0 days 00:04:11.251859,0.22,0.13,0.67
10352,OpenData,miller2_both_50_50_ac3_ev,Joinable,24.0,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Organisation name', 'Division name', 'Amount spent', 'Desertification (marker)', 'Programming process (new)', 'Division ID', 'Project Browser country ID', 'Regional program (marker)', 'PBA type', 'Untied amount(Project-level budget)', 'Participatory development and good governance', 'FSTC percent', 'Gender equality (marker)', 'Sector percent', 'ICT as a tool for development (marker)', 'Branch name', 'Organisation sub-class', 'CountryRegion name', 'Section name', 'CIDA business delivery model (old)', 'Continent ID', 'Section ID', 'Organisation type', 'Status', 'Project number', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Fund centre ID', 'Fund centre name', 'IRTC percent', 'CFLI (marker)', 'Bilateral aid (international marker)', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Trade development (marker)', 'Biodiversity (marker)']","['mntspnt', 'ntdmnt(prjct-lvlbdgt)', 'rgnstnd', 'rgnstnnm', 'cntrrgnd', 'cntrrgnnm', 'prjctbrwsrcntrd', 'sctrnm', 'sctrd', 'sctnnm', 'sctnd', 'rgnstnsb-clss', 'dvsnd', 'dvsnnm', 'brnchnm', 'rgnstntp', 'gndrqlt(mrkr)', 'cntnntnm', 'rgnstnclss', 'cntnntd', 'thsss(mrkr)', 'ndgnssss(mrkr)', 'rbnsss(mrkr)', 'dsrtfctn(mrkr)', 'dsbltsss(mrkr)', 'prtcptrdvlpmntndgdgvrnnc', 'ctstlfrdvlpmnt(mrkr)', 'pbtp', 'knwldgfrdvlpmnt(mrkr)', 'chldrnsss(mrkr)', 'stts', 'cdbsnssdlvrmdl(ld)', 'rgnlprgrm(mrkr)', 'sctrprcnt', 'fstcprcnt', 'cntrrgnprcnt', 'prgrmmngprcss(nw)', 'fsclr']",,0.14,0.08,0.5
10397,OpenData,miller2_vertical_70_ac5_ev,Joinable,24.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Knowledge for development (marker)', 'Organisation ID', 'CountryRegion ID', 'Maximum CIDA contribution (project-level)', 'Regional program (marker)', 'CountryRegion percent', 'ICT as a tool for development (marker)', 'Organisation class', 'CIDA business delivery model (old)', 'IRTC percent', 'Organisation type', 'Project number', 'Bilateral aid (international marker)', 'Sector percent', 'Programming process (new)', 'Untied amount(Project-level budget)', 'Project Browser country ID', 'Status', 'Organisation sub-class', 'Sector name', 'CountryRegion name', 'Continent name', 'Biodiversity (marker)', 'Urban issues (marker)', 'Youth issues (marker)', 'Indigenous issues (marker)', 'Sector ID', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'FSTC percent', 'Fund centre ID', 'PBA type', 'Organisation name', 'Disability issues (marker)', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Fund centre name', 'CFLI (marker)']","['miller2_mntspnt', 'miller2_prjctnmbr', 'miller2_mxmmcdcntrbtn(prjct-lvl)', 'miller2_ntdmnt(prjct-lvlbdgt)', 'miller2_rgnstnd', 'miller2_rgnstnnm', 'miller2_cntrrgnnm', 'miller2_fndcntrd', 'miller2_cntrrgnd', 'miller2_sctrd', 'miller2_prjctbrwsrcntrd', 'miller2_sctrnm', 'miller2_rgnstnsb-clss', 'miller2_cntnntnm', 'miller2_cntnntd', 'miller2_rgnstnclss', 'miller2_pbtp', 'miller2_rgnstntp', 'miller2_thsss(mrkr)', 'miller2_bdvrst(mrkr)', 'miller2_rbnsss(mrkr)', 'miller2_knwldgfrdvlpmnt(mrkr)', 'miller2_trddvlpmnt(mrkr)', 'miller2_clmtchngmtgtn(mrkr)', 'miller2_gndrqlt(mrkr)', 'miller2_dsrtfctn(mrkr)', 'miller2_prtcptrdvlpmntndgdgvrnnc', 'miller2_dsbltsss(mrkr)', 'miller2_cdbsnssdlvrmdl(ld)', 'miller2_chldrnsss(mrkr)', 'miller2_nvrmntlsstnblt(mrkr)', 'miller2_ctstlfrdvlpmnt(mrkr)', 'miller2_ndgnssss(mrkr)', 'miller2_bltrld(ntrntnlmrkr)', 'miller2_fstcprcnt', 'miller2_clmtchngdpttn(mrkr)', 'miller2_stts', 'miller2_rtcprcnt', 'miller2_sctrprcnt', 'miller2_cntrrgnprcnt', 'miller2_rgnlprgrm(mrkr)', 'miller2_prgrmmngprcss(nw)', 'miller2_fsclr']",0 days 00:04:32.338804,0.0,0.0,0.0
10454,OpenData,miller2_both_50_50_ac4_ev,Joinable,25.0,"[0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'ICT as a tool for development (marker)', 'Fund centre ID', 'Biodiversity (marker)', 'Organisation sub-class', 'CountryRegion percent', 'Branch ID', 'Organisation name', 'Division name', 'Maximum CIDA contribution (project-level)', 'Status', 'Section name', 'Climate change mitigation (marker)', 'Organisation ID', 'Continent ID', 'CIDA business delivery model (old)', 'Enviromental sustainability (marker)', 'CFLI (marker)', 'CountryRegion ID', 'Trade development (marker)', 'CountryRegion name', 'Desertification (marker)', 'Regional program (marker)', 'Project number', 'Untied amount(Project-level budget)', 'Branch name', 'Division ID', 'Section ID', 'Fund centre name', 'FSTC percent', 'IRTC percent', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Climate change adaptation (marker)', 'Participatory development and good governance', 'Urban issues (marker)', 'Children issues (marker)']","['miller2_AmSpe', 'miller2_ProjNu', 'miller2_MaCIDAContr', 'miller2_UnAmProjBu', 'miller2_OrganID', 'miller2_OrgNa', 'miller2_PrBrowCoID', 'miller2_CouReN', 'miller2_CounRegID', 'miller2_SecN', 'miller2_SeID', 'miller2_FCenID', 'miller2_SectNa', 'miller2_OrganiS', 'miller2_DiN', 'miller2_BrID', 'miller2_OrganiCla', 'miller2_ContNa', 'miller2_ContiID', 'miller2_OrganT', 'miller2_DisabIss', 'miller2_Dese', 'miller2_ICTAATFDeve', 'miller2_KnoFoDevelo', 'miller2_GeEqu', 'miller2_YouIs', 'miller2_St', 'miller2_Biodi', 'miller2_CliChMitig', 'miller2_EnviSustain', 'miller2_TraDevelo', 'miller2_CIDABusiDeMo', 'miller2_IndigIs', 'miller2_CouRePe', 'miller2_RegPro', 'miller2_CFLI', 'miller2_SePerc', 'miller2_FiYe']",0 days 00:03:45.847138,0.0,0.0,0.0
