,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,execution_time,F1_score,recall,precision
6537,OpenData,miller2_both_50_1_ac3_av,Semantically-Joinable,15.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['Fiscal year', 'Project number', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Regional program (marker)', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance']","['mntspnt', 'rgnstnnm', 'rgnstnd', 'cntrrgnnm', 'cntrrgnd', 'prjctbrwsrcntrd', 'sctrnm', 'sctrd', 'rgnstnsb-clss', 'rgnstnclss', 'rgnstntp', 'cntnntd', 'cntnntnm', 'gndrqlt(mrkr)', 'ctstlfrdvlpmnt(mrkr)', 'knwldgfrdvlpmnt(mrkr)', 'chldrnsss(mrkr)', 'thsss(mrkr)', 'rbnsss(mrkr)', 'ndgnssss(mrkr)', 'trddvlpmnt(mrkr)', 'dsbltsss(mrkr)', 'bdvrst(mrkr)', 'cntrrgnprcnt', 'sctrprcnt', 'fsclr']",0 days 00:02:48.863160,0.67,1.0,0.5
6555,OpenData,miller2_both_50_30_ac4_av,Semantically-Joinable,15.0,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['Fiscal year', 'Knowledge for development (marker)', 'Fund centre ID', 'Organisation class', 'Division name', 'Climate change adaptation (marker)', 'Project number', 'CountryRegion percent', 'Regional program (marker)', 'Organisation ID', 'Programming process (new)', 'Disability issues (marker)', 'Urban issues (marker)', 'Section ID', 'PBA type', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Branch name', 'Division ID', 'Section name', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Bilateral aid (international marker)', 'Enviromental sustainability (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance', 'Trade development (marker)']","['miller2_AmSpe', 'miller2_ProjNum', 'miller2_OrgaID', 'miller2_OrgaNa', 'miller2_CoReNa', 'miller2_CoReID', 'miller2_ProBroCouID', 'miller2_SecNa', 'miller2_SeID', 'miller2_FuCeID', 'miller2_SectID', 'miller2_OrganiSu', 'miller2_DivNa', 'miller2_OrgaCla', 'miller2_PBATy', 'miller2_ChilIss', 'miller2_OrgTy', 'miller2_YouIss', 'miller2_DisIs', 'miller2_ContID', 'miller2_ContiNa', 'miller2_UrbIss', 'miller2_IndigIs', 'miller2_ICTAAToFDeve', 'miller2_GeEqua', 'miller2_Bio', 'miller2_KnoFoDevelo', 'miller2_SecPerc', 'miller2_ClimChaAdap', 'miller2_RegPr', 'miller2_CouRePe', 'miller2_FisY', 'miller2_ProgrPro']",,0.12,0.07,1.0
6636,OpenData,miller2_vertical_70_ec_av,Semantically-Joinable,16.0,[1],[1],"['Fiscal year', 'Fund centre ID', 'CFLI (marker)', 'Maximum CIDA contribution (project-level)', 'Continent ID', 'Fund centre name', 'Sector percent', 'Urban issues (marker)', 'Status', 'PBA type', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Regional program (marker)', 'Knowledge for development (marker)', 'Continent name', 'Gender equality (marker)', 'Division name', 'Sector name', 'Organisation ID', 'Section ID', 'Organisation type', 'Project number', 'Organisation class', 'CountryRegion ID', 'Bilateral aid (international marker)', 'ICT as a tool for development (marker)', 'Project Browser country ID', 'Untied amount(Project-level budget)', 'CountryRegion percent', 'Section name', 'Organisation name', 'Division ID', 'Biodiversity (marker)', 'Programming process (new)', 'Disability issues (marker)', 'Branch ID', 'Branch name', 'FSTC percent', 'IRTC percent', 'CIDA business delivery model (old)', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Participatory development and good governance']",['Status'],0 days 00:02:47.873406,1.0,1.0,1.0
6646,OpenData,miller2_vertical_30_ac3_av,Semantically-Joinable,16.0,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Youth issues (marker)', 'CountryRegion ID', 'Amount spent', 'Sector name', 'CountryRegion name', 'Enviromental sustainability (marker)', 'Organisation ID', 'Branch name', 'Programming process (new)', 'CountryRegion percent', 'Fund centre ID', 'Regional program (marker)', 'Project Browser country ID', 'Project number', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Bilateral aid (international marker)', 'PBA type', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)']","['mntspnt', 'prjctnmbr', 'rgnstnd', 'rgnstnnm', 'fndcntrd', 'cntrrgnnm', 'cntrrgnd', 'sctrnm', 'prjctbrwsrcntrd', 'sctrd', 'rgnstnsb-clss', 'brnchnm', 'rgnstnclss', 'chldrnsss(mrkr)', 'rgnstntp', 'ctstlfrdvlpmnt(mrkr)', 'bdvrst(mrkr)', 'trddvlpmnt(mrkr)', 'dsbltsss(mrkr)', 'prtcptrdvlpmntndgdgvrnnc', 'gndrqlt(mrkr)', 'cntnntd', 'rbnsss(mrkr)', 'thsss(mrkr)', 'cntnntnm', 'knwldgfrdvlpmnt(mrkr)', 'ndgnssss(mrkr)', 'nvrmntlsstnblt(mrkr)', 'sctrprcnt', 'cntrrgnprcnt', 'rgnlprgrm(mrkr)', 'fsclr', 'prgrmmngprcss(nw)']",,0.22,0.13,0.67
6650,OpenData,miller2_vertical_30_ac5_av,Semantically-Joinable,16.0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Enviromental sustainability (marker)', 'Biodiversity (marker)', 'Branch name', 'Project Browser country ID', 'Maximum CIDA contribution (project-level)', 'Sector name', 'Section name', 'Project number', 'Gender equality (marker)', 'Amount spent', 'Fund centre name', 'Trade development (marker)', 'Organisation type', 'Untied amount(Project-level budget)', 'Status', 'Branch ID', 'Division ID', 'Division name', 'Section ID', 'Regional program (marker)', 'Fund centre ID', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance']","['miller2_mntspnt', 'miller2_prjctnmbr', 'miller2_mxmmcdcntrbtn(prjct-lvl)', 'miller2_ntdmnt(prjct-lvlbdgt)', 'miller2_rgnstnnm', 'miller2_rgnstnd', 'miller2_fndcntrnm', 'miller2_cntrrgnd', 'miller2_cntrrgnnm', 'miller2_prjctbrwsrcntrd', 'miller2_sctrd', 'miller2_sctrnm', 'miller2_sctnnm', 'miller2_rgnstnsb-clss', 'miller2_rgnstnclss', 'miller2_cntnntd', 'miller2_brnchnm', 'miller2_rgnstntp', 'miller2_gndrqlt(mrkr)', 'miller2_cntnntnm', 'miller2_ctstlfrdvlpmnt(mrkr)', 'miller2_chldrnsss(mrkr)', 'miller2_ndgnssss(mrkr)', 'miller2_dsbltsss(mrkr)', 'miller2_bdvrst(mrkr)', 'miller2_knwldgfrdvlpmnt(mrkr)', 'miller2_trddvlpmnt(mrkr)', 'miller2_rbnsss(mrkr)', 'miller2_nvrmntlsstnblt(mrkr)', 'miller2_thsss(mrkr)', 'miller2_cntrrgnprcnt', 'miller2_sctrprcnt', 'miller2_fsclr']",0 days 00:03:07.290681,0.0,0.0,0.0
6651,OpenData,miller2_vertical_50_ac3_av,Semantically-Joinable,16.0,"[0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Sector name', 'Continent ID', 'IRTC percent', 'Sector percent', 'Bilateral aid (international marker)', 'CountryRegion ID', 'Organisation class', 'Division ID', 'Project Browser country ID', 'Programming process (new)', 'Children issues (marker)', 'Knowledge for development (marker)', 'Participatory development and good governance', 'Fund centre name', 'Fund centre ID', 'Branch ID', 'Project number', 'Disability issues (marker)', 'Biodiversity (marker)', 'CFLI (marker)', 'Division name', 'Sector ID', 'Desertification (marker)', 'Organisation name', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch name', 'Section ID', 'Section name', 'Regional program (marker)', 'Untied amount(Project-level budget)', 'FSTC percent', 'CIDA business delivery model (old)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)']","['mntspnt', 'prjctnmbr', 'rgnstnd', 'rgnstnnm', 'fndcntrnm', 'cntrrgnnm', 'fndcntrd', 'cntrrgnd', 'prjctbrwsrcntrd', 'sctrd', 'sctrnm', 'rgnstnsb-clss', 'dvsnd', 'dvsnnm', 'brnchd', 'dsrtfctn(mrkr)', 'rgnstnclss', 'bdvrst(mrkr)', 'cntnntnm', 'rgnstntp', 'cntnntd', 'ctstlfrdvlpmnt(mrkr)', 'chldrnsss(mrkr)', 'dsbltsss(mrkr)', 'knwldgfrdvlpmnt(mrkr)', 'gndrqlt(mrkr)', 'thsss(mrkr)', 'ndgnssss(mrkr)', 'rbnsss(mrkr)', 'prtcptrdvlpmntndgdgvrnnc', 'trddvlpmnt(mrkr)', 'cntrrgnprcnt', 'sctrprcnt', 'rtcprcnt', 'bltrld(ntrntnlmrkr)', 'cfl(mrkr)', 'fsclr', 'prgrmmngprcss(nw)']",,0.21,0.12,0.75
6659,OpenData,miller2_vertical_70_ac2_av,Semantically-Joinable,16.0,"[0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","['Fiscal year', 'FSTC percent', 'Untied amount(Project-level budget)', 'ICT as a tool for development (marker)', 'Organisation type', 'Division ID', 'Division name', 'Project number', 'Section ID', 'Climate change mitigation (marker)', 'Organisation name', 'CountryRegion percent', 'PBA type', 'Biodiversity (marker)', 'Organisation class', 'Sector name', 'Programming process (new)', 'Continent ID', 'Gender equality (marker)', 'Sector ID', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Desertification (marker)', 'Fund centre name', 'Sector percent', 'Bilateral aid (international marker)', 'Organisation sub-class', 'Urban issues (marker)', 'Children issues (marker)', 'Status', 'Climate change adaptation (marker)', 'Branch ID', 'Enviromental sustainability (marker)', 'Regional program (marker)', 'Knowledge for development (marker)', 'Maximum CIDA contribution (project-level)', 'Branch name', 'Section name', 'Fund centre ID', 'IRTC percent', 'Participatory development and good governance', 'Trade development (marker)', 'Youth issues (marker)']","['AmSp', 'ProjNum', 'UntAmoPrBud', 'OrgaN', 'OrgID', 'FCenN', 'CouReNa', 'CouReID', 'SeNa', 'ProjBroCounID', 'SecID', 'OrgS', 'DiID', 'DiviNa', 'BrID', 'OrganiCla', 'ContNa', 'OrganiT', 'ContID', 'Bio', 'PBATy', 'ChIs', 'Deserti', 'IndIs', 'KnowFDeve', 'ICTAATFDev', 'GeEqua', 'ClChMiti', 'EnvSust', 'DisabIs', 'ClimChAda', 'CouRePe', 'St', 'CIDABusDelMod', 'BilaAMa', 'UrbIs', 'SePe', 'CFLI', 'RePr', 'FSTCPe', 'FiY', 'ProgPr']",0 days 00:07:24.324233,0.61,0.44,1.0
6675,OpenData,miller2_both_50_70_ac5_av,Semantically-Joinable,16.0,"[1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'FSTC percent', 'Branch name', 'Enviromental sustainability (marker)', 'Section ID', 'Bilateral aid (international marker)', 'Regional program (marker)', 'Organisation type', 'Sector name', 'Amount spent', 'Continent ID', 'Branch ID', 'Gender equality (marker)', 'Organisation class', 'Status', 'Section name', 'Organisation name', 'Trade development (marker)', 'Sector percent', 'Indigenous issues (marker)', 'Untied amount(Project-level budget)', 'Fund centre ID', 'Children issues (marker)', 'Participatory development and good governance', 'Urban issues (marker)', 'ICT as a tool for development (marker)', 'Organisation sub-class', 'Fund centre name', 'Programming process (new)', 'Knowledge for development (marker)', 'Youth issues (marker)', 'CountryRegion percent', 'CIDA business delivery model (old)', 'Organisation ID', 'Climate change mitigation (marker)', 'Project number', 'Maximum CIDA contribution (project-level)', 'Division ID', 'Division name', 'IRTC percent', 'CFLI (marker)', 'PBA type', 'Climate change adaptation (marker)']","['miller2_mntspnt', 'miller2_ntdmnt(prjct-lvlbdgt)', 'miller2_rgnstnd', 'miller2_rgnstnnm', 'miller2_cntrrgnnm', 'miller2_prjctbrwsrcntrd', 'miller2_cntrrgnd', 'miller2_sctrd', 'miller2_sctrnm', 'miller2_fndcntrnm', 'miller2_fndcntrd', 'miller2_sctnd', 'miller2_sctnnm', 'miller2_rgnstnsb-clss', 'miller2_brnchd', 'miller2_brnchnm', 'miller2_cntnntd', 'miller2_cntnntnm', 'miller2_rgnstnclss', 'miller2_ctstlfrdvlpmnt(mrkr)', 'miller2_rgnstntp', 'miller2_clmtchngmtgtn(mrkr)', 'miller2_trddvlpmnt(mrkr)', 'miller2_thsss(mrkr)', 'miller2_chldrnsss(mrkr)', 'miller2_prtcptrdvlpmntndgdgvrnnc', 'miller2_bdvrst(mrkr)', 'miller2_gndrqlt(mrkr)', 'miller2_ndgnssss(mrkr)', 'miller2_nvrmntlsstnblt(mrkr)', 'miller2_rbnsss(mrkr)', 'miller2_knwldgfrdvlpmnt(mrkr)', 'miller2_dsrtfctn(mrkr)', 'miller2_dsbltsss(mrkr)', 'miller2_stts', 'miller2_cntrrgnprcnt', 'miller2_rgnlprgrm(mrkr)', 'miller2_fstcprcnt', 'miller2_cdbsnssdlvrmdl(ld)', 'miller2_sctrprcnt', 'miller2_bltrld(ntrntnlmrkr)', 'miller2_prgrmmngprcss(nw)', 'miller2_fsclr']",0 days 00:04:22.278093,0.0,0.0,0.0
6686,OpenData,miller2_both_50_1_ac4_av,Semantically-Joinable,16.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Project number', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Regional program (marker)', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance']","['miller2_AmSp', 'miller2_OrganiNa', 'miller2_OrgaID', 'miller2_CouRegN', 'miller2_CouRegID', 'miller2_PrBroCoID', 'miller2_SecID', 'miller2_SeN', 'miller2_OrgSu', 'miller2_OrganCl', 'miller2_ContiNa', 'miller2_OrgTy', 'miller2_Bio', 'miller2_ConID', 'miller2_UrbIss', 'miller2_IndiIs', 'miller2_ChilIs', 'miller2_GenEqua', 'miller2_TrDev', 'miller2_ICTAAToFoDeve', 'miller2_DisabIs', 'miller2_KnowlFDev', 'miller2_YouIss', 'miller2_SePer', 'miller2_CouRePe', 'miller2_FisYe']",0 days 00:02:08.415128,0.0,0.0,0.0
6701,OpenData,miller2_both_50_30_ec_av,Semantically-Joinable,16.0,[1],[1],"['Fiscal year', 'Organisation type', 'Branch name', 'Branch ID', 'CountryRegion ID', 'Climate change adaptation (marker)', 'Youth issues (marker)', 'Sector ID', 'Status', 'Disability issues (marker)', 'Children issues (marker)', 'Fund centre name', 'FSTC percent', 'Amount spent', 'Biodiversity (marker)', 'Project number', 'Maximum CIDA contribution (project-level)', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Regional program (marker)', 'Fund centre ID', 'Untied amount(Project-level budget)', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)']",['Status'],,1.0,1.0,1.0
6751,OpenData,miller2_vertical_70_ac5_av,Semantically-Joinable,16.0,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Status', 'Youth issues (marker)', 'IRTC percent', 'Project number', 'Amount spent', 'Organisation ID', 'Programming process (new)', 'Urban issues (marker)', 'Indigenous issues (marker)', 'Division name', 'CountryRegion name', 'Fund centre ID', 'Climate change mitigation (marker)', 'Section name', 'Project Browser country ID', 'Untied amount(Project-level budget)', 'Gender equality (marker)', 'Children issues (marker)', 'Biodiversity (marker)', 'Maximum CIDA contribution (project-level)', 'Fund centre name', 'Trade development (marker)', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Organisation name', 'Participatory development and good governance', 'Desertification (marker)', 'Division ID', 'Organisation sub-class', 'Continent ID', 'PBA type', 'Sector ID', 'CountryRegion percent', 'Bilateral aid (international marker)', 'Branch ID', 'Branch name', 'Section ID', 'Regional program (marker)', 'FSTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Disability issues (marker)']","['miller2_mntspnt', 'miller2_prjctnmbr', 'miller2_mxmmcdcntrbtn(prjct-lvl)', 'miller2_ntdmnt(prjct-lvlbdgt)', 'miller2_rgnstnd', 'miller2_rgnstnnm', 'miller2_cntrrgnd', 'miller2_cntrrgnnm', 'miller2_fndcntrnm', 'miller2_fndcntrd', 'miller2_sctrd', 'miller2_prjctbrwsrcntrd', 'miller2_sctrnm', 'miller2_sctnnm', 'miller2_rgnstnsb-clss', 'miller2_dvsnd', 'miller2_dvsnnm', 'miller2_rgnstnclss', 'miller2_cntnntd', 'miller2_ndgnssss(mrkr)', 'miller2_rgnstntp', 'miller2_dsrtfctn(mrkr)', 'miller2_chldrnsss(mrkr)', 'miller2_prtcptrdvlpmntndgdgvrnnc', 'miller2_clmtchngmtgtn(mrkr)', 'miller2_bdvrst(mrkr)', 'miller2_gndrqlt(mrkr)', 'miller2_knwldgfrdvlpmnt(mrkr)', 'miller2_cntnntnm', 'miller2_rbnsss(mrkr)', 'miller2_nvrmntlsstnblt(mrkr)', 'miller2_trddvlpmnt(mrkr)', 'miller2_thsss(mrkr)', 'miller2_pbtp', 'miller2_ctstlfrdvlpmnt(mrkr)', 'miller2_clmtchngdpttn(mrkr)', 'miller2_cntrrgnprcnt', 'miller2_sctrprcnt', 'miller2_bltrld(ntrntnlmrkr)', 'miller2_stts', 'miller2_rtcprcnt', 'miller2_prgrmmngprcss(nw)', 'miller2_fsclr']",,0.0,0.0,0.0
6768,OpenData,miller2_vertical_30_ac1_av,Semantically-Joinable,16.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['Fiscal year', 'Section name', 'IRTC percent', 'Knowledge for development (marker)', 'Participatory development and good governance', 'Section ID', 'Trade development (marker)', 'PBA type', 'Desertification (marker)', 'Sector name', 'Gender equality (marker)', 'Status', 'Sector percent', 'Organisation type', 'Organisation class', 'Project number', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Branch name', 'Division ID', 'Division name', 'Regional program (marker)', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)']","['miller2_AmountSpent', 'miller2_OrganisationName', 'miller2_OrganisationID', 'miller2_CountryRegionName', 'miller2_CountryRegionID', 'miller2_SectorName', 'miller2_SectorID', 'miller2_ProjectBrowserCountryID', 'miller2_SectionName', 'miller2_SectionID', 'miller2_OrganisationSub-class', 'miller2_ContinentID', 'miller2_ParticipatoryDevelopmentAndGoodGovernance', 'miller2_PBAType', 'miller2_OrganisationClass', 'miller2_KnowledgeForDevelopment(marker)', 'miller2_DisabilityIssues(marker)', 'miller2_OrganisationType', 'miller2_ICTAsAToolForDevelopment(marker)', 'miller2_ChildrenIssues(marker)', 'miller2_ContinentName', 'miller2_Biodiversity(marker)', 'miller2_IndigenousIssues(marker)', 'miller2_YouthIssues(marker)', 'miller2_UrbanIssues(marker)', 'miller2_GenderEquality(marker)', 'miller2_Desertification(marker)', 'miller2_TradeDevelopment(marker)', 'miller2_IRTCPercent', 'miller2_Status', 'miller2_CountryRegionPercent', 'miller2_SectorPercent', 'miller2_FiscalYear']",,0.4,0.27,0.8
6780,OpenData,miller2_both_50_30_ac5_av,Semantically-Joinable,16.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Division ID', 'IRTC percent', 'Fund centre ID', 'Participatory development and good governance', 'Indigenous issues (marker)', 'PBA type', 'ICT as a tool for development (marker)', 'Climate change mitigation (marker)', 'Trade development (marker)', 'Urban issues (marker)', 'Organisation class', 'Branch name', 'Status', 'Organisation type', 'Project number', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Division name', 'Section ID', 'Section name', 'Regional program (marker)', 'Fund centre name', 'Untied amount(Project-level budget)', 'FSTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Desertification (marker)', 'Biodiversity (marker)']","['miller2_mntspnt', 'miller2_rgnstnnm', 'miller2_rgnstnd', 'miller2_cntrrgnnm', 'miller2_prjctbrwsrcntrd', 'miller2_cntrrgnd', 'miller2_sctrnm', 'miller2_sctrd', 'miller2_fndcntrd', 'miller2_rgnstnsb-clss', 'miller2_dvsnd', 'miller2_brnchnm', 'miller2_rgnstnclss', 'miller2_rgnstntp', 'miller2_cntnntd', 'miller2_trddvlpmnt(mrkr)', 'miller2_cntnntnm', 'miller2_gndrqlt(mrkr)', 'miller2_pbtp', 'miller2_dsbltsss(mrkr)', 'miller2_prtcptrdvlpmntndgdgvrnnc', 'miller2_knwldgfrdvlpmnt(mrkr)', 'miller2_ctstlfrdvlpmnt(mrkr)', 'miller2_ndgnssss(mrkr)', 'miller2_thsss(mrkr)', 'miller2_clmtchngmtgtn(mrkr)', 'miller2_chldrnsss(mrkr)', 'miller2_rbnsss(mrkr)', 'miller2_stts', 'miller2_sctrprcnt', 'miller2_rtcprcnt', 'miller2_cntrrgnprcnt', 'miller2_fsclr']",,0.0,0.0,0.0
