,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,execution_time,F1_score,recall,precision
6385,Magellan,amazon_google_exp,amazon_google_exp,15.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:13.727503,1.0,1.0,1.0
6618,Magellan,amazon_google_exp,amazon_google_exp,16.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:21.624561,0.86,0.75,1.0
7019,Magellan,amazon_google_exp,amazon_google_exp,17.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:53.064889,1.0,1.0,1.0
7818,Magellan,amazon_google_exp,amazon_google_exp,18.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:15.714588,0.86,0.75,1.0
8108,Magellan,amazon_google_exp,amazon_google_exp,19.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:51.899866,1.0,1.0,1.0
8310,Magellan,amazon_google_exp,amazon_google_exp,20.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:12.198788,0.86,0.75,1.0
9079,Magellan,amazon_google_exp,amazon_google_exp,21.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:12.147930,1.0,1.0,1.0
9580,Magellan,amazon_google_exp,amazon_google_exp,22.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:13.752211,0.86,0.75,1.0
9620,Magellan,amazon_google_exp,amazon_google_exp,23.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:52.118278,1.0,1.0,1.0
10360,Magellan,amazon_google_exp,amazon_google_exp,24.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:13.463551,0.86,0.75,1.0
10566,Magellan,amazon_google_exp,amazon_google_exp,25.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:49.066444,1.0,1.0,1.0
11250,Magellan,amazon_google_exp,amazon_google_exp,26.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:15.718647,0.86,0.75,1.0
11622,Magellan,amazon_google_exp,amazon_google_exp,27.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:16.263351,1.0,1.0,1.0
11846,Magellan,amazon_google_exp,amazon_google_exp,28.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:16.585193,0.86,0.75,1.0
12292,Magellan,amazon_google_exp,amazon_google_exp,29.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:40.727988,1.0,1.0,1.0
12621,Magellan,amazon_google_exp,amazon_google_exp,30.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:47.984965,0.86,0.75,1.0
13451,Magellan,amazon_google_exp,amazon_google_exp,31.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:44.559969,1.0,1.0,1.0
13748,Magellan,amazon_google_exp,amazon_google_exp,32.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:18.183078,0.86,0.75,1.0
14197,Magellan,amazon_google_exp,amazon_google_exp,33.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:38.668691,1.0,1.0,1.0
14619,Magellan,amazon_google_exp,amazon_google_exp,34.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:39.311664,0.86,0.75,1.0
14919,Magellan,amazon_google_exp,amazon_google_exp,35.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:39.237986,1.0,1.0,1.0
15405,Magellan,amazon_google_exp,amazon_google_exp,36.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:39.796530,0.86,0.75,1.0
16001,Magellan,amazon_google_exp,amazon_google_exp,37.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:53.297939,1.0,1.0,1.0
16200,Magellan,amazon_google_exp,amazon_google_exp,38.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:40.968499,0.86,0.75,1.0
16910,Magellan,amazon_google_exp,amazon_google_exp,39.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:39.672460,1.0,1.0,1.0
17210,Magellan,amazon_google_exp,amazon_google_exp,40.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:56.767642,0.86,0.75,1.0
17790,Magellan,amazon_google_exp,amazon_google_exp,41.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:55.592183,1.0,1.0,1.0
17834,Magellan,amazon_google_exp,amazon_google_exp,42.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:55.375839,0.86,0.75,1.0
18442,Magellan,amazon_google_exp,amazon_google_exp,43.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:57.080315,1.0,1.0,1.0
19054,Magellan,amazon_google_exp,amazon_google_exp,44.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:15.741526,0.86,0.75,1.0
19475,Magellan,amazon_google_exp,amazon_google_exp,45.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:21.504525,1.0,1.0,1.0
19942,Magellan,amazon_google_exp,amazon_google_exp,46.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:57.061987,0.86,0.75,1.0
20170,Magellan,amazon_google_exp,amazon_google_exp,47.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:13.780925,1.0,1.0,1.0
20788,Magellan,amazon_google_exp,amazon_google_exp,48.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:57.243688,0.86,0.75,1.0
21234,Magellan,amazon_google_exp,amazon_google_exp,49.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:52.973986,1.0,1.0,1.0
21298,Magellan,amazon_google_exp,amazon_google_exp,50.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:52.853134,0.86,0.75,1.0
21921,Magellan,amazon_google_exp,amazon_google_exp,51.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:14.751123,1.0,1.0,1.0
22367,Magellan,amazon_google_exp,amazon_google_exp,52.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:15.263525,0.86,0.75,1.0
22787,Magellan,amazon_google_exp,amazon_google_exp,53.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:53.675411,1.0,1.0,1.0
23426,Magellan,amazon_google_exp,amazon_google_exp,54.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:54.345575,0.86,0.75,1.0
23703,Magellan,amazon_google_exp,amazon_google_exp,55.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:54.233034,1.0,1.0,1.0
24146,Magellan,amazon_google_exp,amazon_google_exp,56.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:52.974891,0.86,0.75,1.0
24541,Magellan,amazon_google_exp,amazon_google_exp,57.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:18.776023,1.0,1.0,1.0
24840,Magellan,amazon_google_exp,amazon_google_exp,58.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:47.318560,0.86,0.75,1.0
25511,Magellan,amazon_google_exp,amazon_google_exp,59.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:02:01.752056,1.0,1.0,1.0
25835,Magellan,amazon_google_exp,amazon_google_exp,60.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:18.222317,0.86,0.75,1.0
26381,Magellan,amazon_google_exp,amazon_google_exp,61.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:20.914559,1.0,1.0,1.0
26496,Magellan,amazon_google_exp,amazon_google_exp,62.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:17.467562,0.86,0.75,1.0
27272,Magellan,amazon_google_exp,amazon_google_exp,63.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:44.531316,1.0,1.0,1.0
27397,Magellan,amazon_google_exp,amazon_google_exp,64.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:18.039692,0.86,0.75,1.0
28025,Magellan,amazon_google_exp,amazon_google_exp,65.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:39.467672,1.0,1.0,1.0
28416,Magellan,amazon_google_exp,amazon_google_exp,66.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:00.940773,0.86,0.75,1.0
28981,Magellan,amazon_google_exp,amazon_google_exp,67.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:52.762005,1.0,1.0,1.0
29264,Magellan,amazon_google_exp,amazon_google_exp,68.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:51.232640,0.86,0.75,1.0
29786,Magellan,amazon_google_exp,amazon_google_exp,69.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:39.214010,1.0,1.0,1.0
30303,Magellan,amazon_google_exp,amazon_google_exp,70.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:13.790184,0.86,0.75,1.0
30644,Magellan,amazon_google_exp,amazon_google_exp,71.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:39.581888,1.0,1.0,1.0
31213,Magellan,amazon_google_exp,amazon_google_exp,72.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:39.081018,0.86,0.75,1.0
31406,Magellan,amazon_google_exp,amazon_google_exp,73.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:57.038969,1.0,1.0,1.0
32002,Magellan,amazon_google_exp,amazon_google_exp,74.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:56.343956,0.86,0.75,1.0
32259,Magellan,amazon_google_exp,amazon_google_exp,75.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:55.727954,1.0,1.0,1.0
32825,Magellan,amazon_google_exp,amazon_google_exp,76.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:56.230007,0.86,0.75,1.0
33279,Magellan,amazon_google_exp,amazon_google_exp,77.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:55.901287,1.0,1.0,1.0
33808,Magellan,amazon_google_exp,amazon_google_exp,78.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:34.006050,0.86,0.75,1.0
34222,Magellan,amazon_google_exp,amazon_google_exp,79.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:56.437149,1.0,1.0,1.0
34414,Magellan,amazon_google_exp,amazon_google_exp,80.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:57.718880,0.86,0.75,1.0
35091,Magellan,amazon_google_exp,amazon_google_exp,81.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:38.797563,1.0,1.0,1.0
35391,Magellan,amazon_google_exp,amazon_google_exp,82.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:53.293500,0.86,0.75,1.0
35939,Magellan,amazon_google_exp,amazon_google_exp,83.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:53.499248,1.0,1.0,1.0
36182,Magellan,amazon_google_exp,amazon_google_exp,84.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:53.731919,0.86,0.75,1.0
36821,Magellan,amazon_google_exp,amazon_google_exp,85.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:13.937899,1.0,1.0,1.0
37138,Magellan,amazon_google_exp,amazon_google_exp,86.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:00:52.296126,0.86,0.75,1.0
37464,Magellan,amazon_google_exp,amazon_google_exp,87.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:08.840937,1.0,1.0,1.0
38073,Magellan,amazon_google_exp,amazon_google_exp,88.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:18.565272,0.86,0.75,1.0
38503,Magellan,amazon_google_exp,amazon_google_exp,89.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:44.515051,1.0,1.0,1.0
38669,Magellan,amazon_google_exp,amazon_google_exp,90.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:17.062195,0.86,0.75,1.0
39061,Magellan,amazon_google_exp,amazon_google_exp,91.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:19.347153,1.0,1.0,1.0
39845,Magellan,amazon_google_exp,amazon_google_exp,92.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:15.356337,0.86,0.75,1.0
39924,Magellan,amazon_google_exp,amazon_google_exp,93.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:17.426578,1.0,1.0,1.0
40672,Magellan,amazon_google_exp,amazon_google_exp,94.0,"[1, 1, 1, 1]","[0, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:15.037753,0.86,0.75,1.0
40967,Magellan,amazon_google_exp,amazon_google_exp,95.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","['id', 'title', 'manufacturer', 'price']","['id', 'title', 'price', 'manufacturer']",0 days 00:01:17.645306,1.0,1.0,1.0
