,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,execution_time,F1_score,recall,precision
6541,Magellan,fodors_zagats,fodors_zagats,15.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'name', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:52.646762,1.0,1.0,1.0
6672,Magellan,fodors_zagats,fodors_zagats,16.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:39.872798,0.92,0.86,1.0
7108,Magellan,fodors_zagats,fodors_zagats,17.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:38.848404,1.0,1.0,1.0
7844,Magellan,fodors_zagats,fodors_zagats,18.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'id', 'phone', 'name', 'addr', 'type', 'city']",0 days 00:00:39.125862,0.92,0.86,1.0
8176,Magellan,fodors_zagats,fodors_zagats,19.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:51.480917,1.0,1.0,1.0
8669,Magellan,fodors_zagats,fodors_zagats,20.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:38.967281,0.92,0.86,1.0
8739,Magellan,fodors_zagats,fodors_zagats,21.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:57.591857,1.0,1.0,1.0
9379,Magellan,fodors_zagats,fodors_zagats,22.0,"[1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'class', 'name', 'phone', 'addr', 'type', 'city']",0 days 00:00:38.265770,0.92,0.86,1.0
9675,Magellan,fodors_zagats,fodors_zagats,23.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:52.242025,1.0,1.0,1.0
10032,Magellan,fodors_zagats,fodors_zagats,24.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:39.018559,0.92,0.86,1.0
10552,Magellan,fodors_zagats,fodors_zagats,25.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:54.585185,1.0,1.0,1.0
10998,Magellan,fodors_zagats,fodors_zagats,26.0,"[1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'class', 'name', 'phone', 'addr', 'type', 'city']",0 days 00:01:23.144023,0.92,0.86,1.0
11530,Magellan,fodors_zagats,fodors_zagats,27.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:54.149634,1.0,1.0,1.0
11845,Magellan,fodors_zagats,fodors_zagats,28.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:54.300161,0.92,0.86,1.0
12321,Magellan,fodors_zagats,fodors_zagats,29.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:54.464959,1.0,1.0,1.0
12891,Magellan,fodors_zagats,fodors_zagats,30.0,"[1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'name', 'phone', 'class', 'addr', 'type', 'city']",0 days 00:00:55.178174,0.92,0.86,1.0
13405,Magellan,fodors_zagats,fodors_zagats,31.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'name', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:01:26.931314,1.0,1.0,1.0
13885,Magellan,fodors_zagats,fodors_zagats,32.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'class', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:01:20.840199,0.92,0.86,1.0
14321,Magellan,fodors_zagats,fodors_zagats,33.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'name', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:41.187082,1.0,1.0,1.0
14527,Magellan,fodors_zagats,fodors_zagats,34.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:29.106838,0.92,0.86,1.0
15006,Magellan,fodors_zagats,fodors_zagats,35.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'phone', 'class', 'id', 'addr', 'type', 'city']",0 days 00:00:29.556548,1.0,1.0,1.0
15460,Magellan,fodors_zagats,fodors_zagats,36.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:29.095595,0.92,0.86,1.0
15783,Magellan,fodors_zagats,fodors_zagats,37.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'name', 'phone', 'class', 'addr', 'type', 'city']",0 days 00:00:28.284039,1.0,1.0,1.0
16293,Magellan,fodors_zagats,fodors_zagats,38.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'id', 'name', 'phone', 'addr', 'type', 'city']",0 days 00:00:39.362897,0.92,0.86,1.0
16920,Magellan,fodors_zagats,fodors_zagats,39.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'class', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:28.772531,1.0,1.0,1.0
17200,Magellan,fodors_zagats,fodors_zagats,40.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'phone', 'class', 'addr', 'type', 'city']",0 days 00:00:38.198807,0.92,0.86,1.0
17713,Magellan,fodors_zagats,fodors_zagats,41.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'name', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:52.567405,1.0,1.0,1.0
17873,Magellan,fodors_zagats,fodors_zagats,42.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'class', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:40.774231,0.92,0.86,1.0
18486,Magellan,fodors_zagats,fodors_zagats,43.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'name', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:53.495580,1.0,1.0,1.0
18747,Magellan,fodors_zagats,fodors_zagats,44.0,"[1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'name', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:55.269177,0.92,0.86,1.0
19434,Magellan,fodors_zagats,fodors_zagats,45.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:38.589018,1.0,1.0,1.0
19901,Magellan,fodors_zagats,fodors_zagats,46.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:39.897824,0.92,0.86,1.0
20258,Magellan,fodors_zagats,fodors_zagats,47.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'phone', 'class', 'id', 'addr', 'type', 'city']",0 days 00:00:40.481894,1.0,1.0,1.0
20754,Magellan,fodors_zagats,fodors_zagats,48.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'class', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:39.303016,0.92,0.86,1.0
20906,Magellan,fodors_zagats,fodors_zagats,49.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:52.517261,1.0,1.0,1.0
21412,Magellan,fodors_zagats,fodors_zagats,50.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'id', 'name', 'phone', 'addr', 'type', 'city']",0 days 00:00:51.531927,0.92,0.86,1.0
22138,Magellan,fodors_zagats,fodors_zagats,51.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'name', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:38.411668,1.0,1.0,1.0
22324,Magellan,fodors_zagats,fodors_zagats,52.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'class', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:52.358738,0.92,0.86,1.0
22965,Magellan,fodors_zagats,fodors_zagats,53.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'class', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:50.758883,1.0,1.0,1.0
23176,Magellan,fodors_zagats,fodors_zagats,54.0,"[1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'class', 'phone', 'name', 'addr', 'type', 'city']",0 days 00:00:57.028335,0.92,0.86,1.0
23778,Magellan,fodors_zagats,fodors_zagats,55.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:52.679855,1.0,1.0,1.0
24147,Magellan,fodors_zagats,fodors_zagats,56.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'phone', 'id', 'addr', 'type', 'city']",0 days 00:00:52.203476,0.92,0.86,1.0
24705,Magellan,fodors_zagats,fodors_zagats,57.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'class', 'name', 'phone', 'addr', 'type', 'city']",0 days 00:00:54.721191,1.0,1.0,1.0
24808,Magellan,fodors_zagats,fodors_zagats,58.0,"[1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'name', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:01:18.667181,0.92,0.86,1.0
25375,Magellan,fodors_zagats,fodors_zagats,59.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:01:12.745275,1.0,1.0,1.0
25608,Magellan,fodors_zagats,fodors_zagats,60.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:01:13.504908,0.92,0.86,1.0
26159,Magellan,fodors_zagats,fodors_zagats,61.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'class', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:54.214915,1.0,1.0,1.0
26519,Magellan,fodors_zagats,fodors_zagats,62.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:01:22.537102,0.92,0.86,1.0
27234,Magellan,fodors_zagats,fodors_zagats,63.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'class', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:01:14.245159,1.0,1.0,1.0
27517,Magellan,fodors_zagats,fodors_zagats,64.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'class', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:53.997215,0.92,0.86,1.0
28206,Magellan,fodors_zagats,fodors_zagats,65.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'id', 'name', 'phone', 'addr', 'type', 'city']",0 days 00:00:28.677555,1.0,1.0,1.0
28599,Magellan,fodors_zagats,fodors_zagats,66.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:27.399500,0.92,0.86,1.0
28788,Magellan,fodors_zagats,fodors_zagats,67.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:28.425401,1.0,1.0,1.0
29507,Magellan,fodors_zagats,fodors_zagats,68.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:28.559065,0.92,0.86,1.0
29793,Magellan,fodors_zagats,fodors_zagats,69.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:39.293957,1.0,1.0,1.0
30189,Magellan,fodors_zagats,fodors_zagats,70.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:39.326272,0.92,0.86,1.0
30732,Magellan,fodors_zagats,fodors_zagats,71.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'phone', 'class', 'addr', 'type', 'city']",0 days 00:00:39.562378,1.0,1.0,1.0
31016,Magellan,fodors_zagats,fodors_zagats,72.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:28.736736,0.92,0.86,1.0
31250,Magellan,fodors_zagats,fodors_zagats,73.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'name', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:56.470341,1.0,1.0,1.0
31900,Magellan,fodors_zagats,fodors_zagats,74.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'class', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:40.115198,0.92,0.86,1.0
32431,Magellan,fodors_zagats,fodors_zagats,75.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:39.876960,1.0,1.0,1.0
32943,Magellan,fodors_zagats,fodors_zagats,76.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'id', 'name', 'phone', 'addr', 'type', 'city']",0 days 00:00:39.829870,0.92,0.86,1.0
33317,Magellan,fodors_zagats,fodors_zagats,77.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:55.178191,1.0,1.0,1.0
33640,Magellan,fodors_zagats,fodors_zagats,78.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'phone', 'id', 'class', 'addr', 'type', 'city']",0 days 00:00:39.455898,0.92,0.86,1.0
33907,Magellan,fodors_zagats,fodors_zagats,79.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'class', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:41.093050,1.0,1.0,1.0
34383,Magellan,fodors_zagats,fodors_zagats,80.0,"[1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'name', 'phone', 'class', 'addr', 'type', 'city']",0 days 00:00:54.018212,0.92,0.86,1.0
34860,Magellan,fodors_zagats,fodors_zagats,81.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'id', 'class', 'phone', 'addr', 'type', 'city']",0 days 00:00:38.746213,1.0,1.0,1.0
35238,Magellan,fodors_zagats,fodors_zagats,82.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'class', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:37.699144,0.92,0.86,1.0
35777,Magellan,fodors_zagats,fodors_zagats,83.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['id', 'class', 'phone', 'name', 'addr', 'type', 'city']",0 days 00:00:38.599718,1.0,1.0,1.0
36319,Magellan,fodors_zagats,fodors_zagats,84.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'class', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:37.646323,0.92,0.86,1.0
36601,Magellan,fodors_zagats,fodors_zagats,85.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['name', 'class', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:01:00.480483,1.0,1.0,1.0
37023,Magellan,fodors_zagats,fodors_zagats,86.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'name', 'id', 'phone', 'addr', 'type', 'city']",0 days 00:00:51.516753,0.92,0.86,1.0
37680,Magellan,fodors_zagats,fodors_zagats,87.0,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['id', 'name', 'addr', 'city', 'phone', 'type', 'class']","['class', 'id', 'phone', 'name', 'addr', 'type', 'city']",0 days 00:00:38.344660,1.0,1.0,1.0
