,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,execution_time,F1_score,recall,precision
4423,Magellan,walmart_amazon,walmart_amazon,11.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:55.107970,0.91,0.83,1.0
5071,Magellan,walmart_amazon,walmart_amazon,12.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:27.037890,0.91,0.83,1.0
5671,Magellan,walmart_amazon,walmart_amazon,13.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:27.073363,0.8,0.67,1.0
6032,Magellan,walmart_amazon,walmart_amazon,14.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:02:01.232029,0.8,0.67,1.0
6332,Magellan,walmart_amazon,walmart_amazon,15.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:26.640887,0.8,0.67,1.0
6868,Magellan,walmart_amazon,walmart_amazon,16.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:28.752132,0.8,0.67,1.0
7146,Magellan,walmart_amazon,walmart_amazon,17.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:50.823608,0.91,0.83,1.0
7464,Magellan,walmart_amazon,walmart_amazon,18.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:23.186341,0.91,0.83,1.0
7910,Magellan,walmart_amazon,walmart_amazon,19.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:23.706014,0.91,0.83,1.0
8600,Magellan,walmart_amazon,walmart_amazon,20.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:22.390513,0.91,0.83,1.0
8928,Magellan,walmart_amazon,walmart_amazon,21.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:22.462920,0.8,0.67,1.0
9531,Magellan,walmart_amazon,walmart_amazon,22.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:22.862081,0.8,0.67,1.0
9737,Magellan,walmart_amazon,walmart_amazon,23.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:23.029859,0.8,0.67,1.0
10259,Magellan,walmart_amazon,walmart_amazon,24.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:23.092762,0.8,0.67,1.0
10823,Magellan,walmart_amazon,walmart_amazon,25.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:52.836317,0.91,0.83,1.0
11086,Magellan,walmart_amazon,walmart_amazon,26.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:53.070745,0.91,0.83,1.0
11304,Magellan,walmart_amazon,walmart_amazon,27.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:03:05.693408,0.91,0.83,1.0
12142,Magellan,walmart_amazon,walmart_amazon,28.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:54.598989,0.91,0.83,1.0
12601,Magellan,walmart_amazon,walmart_amazon,29.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:55.370234,0.8,0.67,1.0
12628,Magellan,walmart_amazon,walmart_amazon,30.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:54.016138,0.8,0.67,1.0
13297,Magellan,walmart_amazon,walmart_amazon,31.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:52.525561,0.8,0.67,1.0
13549,Magellan,walmart_amazon,walmart_amazon,32.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:53.243185,0.8,0.67,1.0
14323,Magellan,walmart_amazon,walmart_amazon,33.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:04.888694,0.91,0.83,1.0
14456,Magellan,walmart_amazon,walmart_amazon,34.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:05.764146,0.91,0.83,1.0
15023,Magellan,walmart_amazon,walmart_amazon,35.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:06.524027,0.91,0.83,1.0
15558,Magellan,walmart_amazon,walmart_amazon,36.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:52.155946,0.8,0.67,1.0
16042,Magellan,walmart_amazon,walmart_amazon,37.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:05.683529,0.8,0.67,1.0
16104,Magellan,walmart_amazon,walmart_amazon,38.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:04.892807,0.8,0.67,1.0
16542,Magellan,walmart_amazon,walmart_amazon,39.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:32.696676,0.8,0.67,1.0
16985,Magellan,walmart_amazon,walmart_amazon,40.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:06.304465,0.8,0.67,1.0
17740,Magellan,walmart_amazon,walmart_amazon,41.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:29.362952,0.91,0.83,1.0
17946,Magellan,walmart_amazon,walmart_amazon,42.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:02:05.881920,0.91,0.83,1.0
18415,Magellan,walmart_amazon,walmart_amazon,43.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:26.605462,0.91,0.83,1.0
18778,Magellan,walmart_amazon,walmart_amazon,44.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:26.577048,0.91,0.83,1.0
19529,Magellan,walmart_amazon,walmart_amazon,45.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:55.580591,0.8,0.67,1.0
19627,Magellan,walmart_amazon,walmart_amazon,46.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:02:03.687727,0.8,0.67,1.0
20084,Magellan,walmart_amazon,walmart_amazon,47.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:02:02.042314,0.8,0.67,1.0
20425,Magellan,walmart_amazon,walmart_amazon,48.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:56.613660,0.8,0.67,1.0
20880,Magellan,walmart_amazon,walmart_amazon,49.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:22.825697,0.91,0.83,1.0
21388,Magellan,walmart_amazon,walmart_amazon,50.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:53.464173,0.91,0.83,1.0
21836,Magellan,walmart_amazon,walmart_amazon,51.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:22.248465,0.91,0.83,1.0
22552,Magellan,walmart_amazon,walmart_amazon,52.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:22.954480,0.91,0.83,1.0
22768,Magellan,walmart_amazon,walmart_amazon,53.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:56.422357,0.8,0.67,1.0
23339,Magellan,walmart_amazon,walmart_amazon,54.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:50.747094,0.8,0.67,1.0
23491,Magellan,walmart_amazon,walmart_amazon,55.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:23.629340,0.8,0.67,1.0
23911,Magellan,walmart_amazon,walmart_amazon,56.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:02:02.823250,0.8,0.67,1.0
24381,Magellan,walmart_amazon,walmart_amazon,57.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:55.119821,0.91,0.83,1.0
25137,Magellan,walmart_amazon,walmart_amazon,58.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:54.489340,0.91,0.83,1.0
25592,Magellan,walmart_amazon,walmart_amazon,59.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:02:50.885983,0.91,0.83,1.0
25869,Magellan,walmart_amazon,walmart_amazon,60.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:53.580012,0.91,0.83,1.0
26214,Magellan,walmart_amazon,walmart_amazon,61.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:54.205767,0.8,0.67,1.0
26752,Magellan,walmart_amazon,walmart_amazon,62.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:53.555250,0.8,0.67,1.0
26979,Magellan,walmart_amazon,walmart_amazon,63.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:52.597983,0.8,0.67,1.0
27426,Magellan,walmart_amazon,walmart_amazon,64.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:54.800606,0.8,0.67,1.0
28124,Magellan,walmart_amazon,walmart_amazon,65.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:04.664250,0.91,0.83,1.0
28381,Magellan,walmart_amazon,walmart_amazon,66.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:47.308402,0.91,0.83,1.0
28918,Magellan,walmart_amazon,walmart_amazon,67.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:04.915845,0.8,0.67,1.0
29323,Magellan,walmart_amazon,walmart_amazon,68.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:05.711379,0.8,0.67,1.0
29610,Magellan,walmart_amazon,walmart_amazon,69.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:05.337927,0.8,0.67,1.0
30198,Magellan,walmart_amazon,walmart_amazon,70.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:30.336903,0.8,0.67,1.0
30565,Magellan,walmart_amazon,walmart_amazon,71.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:38.670664,0.8,0.67,1.0
31008,Magellan,walmart_amazon,walmart_amazon,72.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:06.340704,0.8,0.67,1.0
31543,Magellan,walmart_amazon,walmart_amazon,73.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:26.774947,0.91,0.83,1.0
32043,Magellan,walmart_amazon,walmart_amazon,74.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:26.387022,0.91,0.83,1.0
32232,Magellan,walmart_amazon,walmart_amazon,75.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:59.586984,0.8,0.67,1.0
32848,Magellan,walmart_amazon,walmart_amazon,76.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:27.610049,0.91,0.83,1.0
33145,Magellan,walmart_amazon,walmart_amazon,77.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:26.558112,0.8,0.67,1.0
33595,Magellan,walmart_amazon,walmart_amazon,78.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:02:33.203359,0.8,0.67,1.0
34046,Magellan,walmart_amazon,walmart_amazon,79.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:27.903153,0.8,0.67,1.0
34555,Magellan,walmart_amazon,walmart_amazon,80.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:54.881556,0.8,0.67,1.0
35034,Magellan,walmart_amazon,walmart_amazon,81.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:02:09.857964,0.91,0.83,1.0
35402,Magellan,walmart_amazon,walmart_amazon,82.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:21.845524,0.91,0.83,1.0
35874,Magellan,walmart_amazon,walmart_amazon,83.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:02:09.454574,0.8,0.67,1.0
36292,Magellan,walmart_amazon,walmart_amazon,84.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:23.615658,0.91,0.83,1.0
36741,Magellan,walmart_amazon,walmart_amazon,85.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:23.384127,0.8,0.67,1.0
37267,Magellan,walmart_amazon,walmart_amazon,86.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:54.994387,0.8,0.67,1.0
37497,Magellan,walmart_amazon,walmart_amazon,87.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:23.866794,0.8,0.67,1.0
38076,Magellan,walmart_amazon,walmart_amazon,88.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:22.340278,0.8,0.67,1.0
38241,Magellan,walmart_amazon,walmart_amazon,89.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:54.244287,0.91,0.83,1.0
38612,Magellan,walmart_amazon,walmart_amazon,90.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:54.534947,0.91,0.83,1.0
39215,Magellan,walmart_amazon,walmart_amazon,91.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:52.785256,0.91,0.83,1.0
39563,Magellan,walmart_amazon,walmart_amazon,92.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:54.939535,0.91,0.83,1.0
40112,Magellan,walmart_amazon,walmart_amazon,93.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:01:53.761340,0.91,0.83,1.0
40734,Magellan,walmart_amazon,walmart_amazon,94.0,"[1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:02:41.094091,0.8,0.67,1.0
41052,Magellan,walmart_amazon,walmart_amazon,95.0,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['id', 'title', 'category', 'brand', 'modelno', 'price']","['id', 'title', 'modelno', 'brand', 'price', 'category']",0 days 00:02:30.624177,0.8,0.67,1.0
