,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,execution_time,F1_score,recall,precision
94,TPC-DI,prospect_vertical_50_ac5_av,Semantically-Joinable,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","['AgencyID', 'NetWorth', 'AddressLine2', 'AddressLine1', 'PostalCode', 'NumberChildren', 'LastName', 'Phone', 'NumberCreditCards', 'Country', 'FirstName', 'MiddleInitial', 'Gender', 'City', 'State', 'Income']","['prospect_gncd', 'prospect_lstnm', 'prospect_frstnm', 'prospect_ntwrth', 'prospect_phn', 'prospect_pstlcd', 'prospect_ddrssln1', 'prospect_ddrssln2', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_g', 'prospect_nmbrcrdtcrds', 'prospect_nmbrcrs', 'prospect_nmbrchldrn', 'prospect_mrtlstts', 'prospect_wnrrntflg', 'prospect_cntr']",,0.27,0.18,0.5
97,TPC-DI,prospect_both_50_70_ec_av,Semantically-Joinable,1.0,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'NetWorth', 'OwnOrRentFlag', 'CreditRating', 'MiddleInitial', 'Country', 'Income', 'NumberCreditCards', 'City', 'AddressLine2', 'Employer', 'Age', 'AddressLine1', 'NumberChildren', 'FirstName', 'LastName', 'Gender', 'PostalCode']","['AgencyID', 'FirstName', 'Phone', 'NetWorth', 'Income', 'AddressLine1', 'AddressLine2', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",,0.91,1.0,0.83
100,TPC-DI,prospect_both_50_1_ac4_av,Semantically-Joinable,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_AgID', 'prospect_Pho', 'prospect_NWo', 'prospect_Inc', 'prospect_Em', 'prospect_CreRat', 'prospect_Ag', 'prospect_NumCreCa', 'prospect_NuCa', 'prospect_NumChi', 'prospect_MarSt', 'prospect_OwOReFl']",,1.0,1.0,1.0
102,TPC-DI,prospect_vertical_1_ac4_av,Semantically-Joinable,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_AgID', 'prospect_Pho', 'prospect_NeWo', 'prospect_Inc', 'prospect_Emp', 'prospect_CrRat', 'prospect_Ag', 'prospect_NumCrCar', 'prospect_NuCa', 'prospect_NumChil', 'prospect_MarSt', 'prospect_OwOReFl']",,1.0,1.0,1.0
108,TPC-DI,prospect_both_50_50_ec_av,Semantically-Joinable,1.0,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]","['AgencyID', 'Employer', 'LastName', 'CreditRating', 'Income', 'AddressLine1', 'NumberCreditCards', 'City', 'NetWorth', 'OwnOrRentFlag', 'State', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine2', 'PostalCode']","['AgencyID', 'LastName', 'Phone', 'NetWorth', 'Income', 'AddressLine1', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",,0.88,1.0,0.79
110,TPC-DI,prospect_vertical_30_ec_av,Semantically-Joinable,1.0,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'AddressLine2', 'NumberChildren', 'NumberCars', 'Gender', 'PostalCode', 'LastName', 'FirstName', 'MiddleInitial', 'AddressLine1', 'City', 'State', 'Country', 'Phone']","['AgencyID', 'NetWorth', 'PostalCode', 'Income', 'AddressLine2', 'Employer', 'CreditRating', 'Age', 'Gender', 'NumberCreditCards', 'NumberChildren', 'MaritalStatus', 'NumberCars', 'OwnOrRentFlag']",,0.67,1.0,0.5
113,TPC-DI,prospect_both_50_50_ac1_av,Semantically-Joinable,1.0,"[1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1]","[0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]","['AgencyID', 'State', 'City', 'MaritalStatus', 'NumberCars', 'Phone', 'Employer', 'Age', 'CreditRating', 'Country', 'NetWorth', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1']","['prospect_AgencyID', 'prospect_Phone', 'prospect_NetWorth', 'prospect_Income', 'prospect_PostalCode', 'prospect_AddressLine2', 'prospect_Employer', 'prospect_CreditRating', 'prospect_City', 'prospect_Age', 'prospect_State', 'prospect_NumberCreditCards', 'prospect_NumberChildren', 'prospect_NumberCars', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag', 'prospect_Country']",,0.78,0.82,0.75
120,TPC-DI,prospect_both_50_30_ac5_av,Semantically-Joinable,1.0,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]","['AgencyID', 'NumberCreditCards', 'NumberCars', 'State', 'FirstName', 'Age', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'Country']","['prospect_gncd', 'prospect_frstnm', 'prospect_phn', 'prospect_ntwrth', 'prospect_ncm', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_g', 'prospect_stt', 'prospect_nmbrcrdtcrds', 'prospect_nmbrchldrn', 'prospect_nmbrcrs', 'prospect_mrtlstts', 'prospect_wnrrntflg']",,0.8,0.67,1.0
129,TPC-DI,prospect_vertical_70_ac4_av,Semantically-Joinable,1.0,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","['AgencyID', 'FirstName', 'Country', 'Employer', 'Income', 'Phone', 'LastName', 'PostalCode', 'OwnOrRentFlag', 'AddressLine2', 'NumberChildren', 'Gender', 'NumberCreditCards', 'State', 'NumberCars', 'MiddleInitial', 'AddressLine1', 'City']","['prospect_AgID', 'prospect_LaNa', 'prospect_FirNa', 'prospect_Ph', 'prospect_NWo', 'prospect_PosC', 'prospect_Inc', 'prospect_AddL2', 'prospect_Emp', 'prospect_CreRa', 'prospect_Ag', 'prospect_Ge', 'prospect_Sta', 'prospect_NumCrCa', 'prospect_NumChil', 'prospect_NumC', 'prospect_MaSta', 'prospect_OOReF', 'prospect_Cou']",,0.55,0.4,0.86
163,TPC-DI,prospect_both_50_70_ac3_av,Semantically-Joinable,1.0,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]","['AgencyID', 'FirstName', 'NumberCreditCards', 'PostalCode', 'NetWorth', 'Age', 'LastName', 'AddressLine1', 'NumberCars', 'MiddleInitial', 'Country', 'Gender', 'CreditRating', 'OwnOrRentFlag', 'City', 'AddressLine2', 'State', 'Phone']","['gncd', 'lstnm', 'frstnm', 'pstlcd', 'ntwrth', 'ncm', 'ddrssln1', 'mplr', 'crdtrtng', 'ct', 'g', 'mddlntl', 'gndr', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg', 'cntr']",,0.67,0.53,0.89
168,TPC-DI,prospect_vertical_70_ac2_av,Semantically-Joinable,1.0,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]","['AgencyID', 'CreditRating', 'AddressLine1', 'State', 'NetWorth', 'City', 'Age', 'Country', 'Phone', 'NumberChildren', 'FirstName', 'OwnOrRentFlag', 'NumberCreditCards', 'Income', 'NumberCars', 'LastName', 'MiddleInitial', 'Gender']","['AgeID', 'FirN', 'NWo', 'Ph', 'PoC', 'In', 'AddLi1', 'AddL2', 'Empl', 'CrRa', 'C', 'Ag', 'Sta', 'NumCrCa', 'NumC', 'NumChi', 'MaSt', 'OORF', 'Coun']",,0.69,0.6,0.82
173,TPC-DI,prospect_both_50_30_ec_av,Semantically-Joinable,1.0,"[1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1]","['AgencyID', 'Income', 'City', 'AddressLine1', 'NumberCreditCards', 'PostalCode', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine2', 'State', 'Country', 'Phone']","['AgencyID', 'PostalCode', 'NetWorth', 'Income', 'AddressLine1', 'Employer', 'CreditRating', 'City', 'Age', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag']",,0.75,1.0,0.6
178,TPC-DI,prospect_vertical_1_ec_av,Semantically-Joinable,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgencyID', 'Phone', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'Age', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag']",,0.33,1.0,0.2
184,TPC-DI,prospect_vertical_1_ac1_av,Semantically-Joinable,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_AgencyID', 'prospect_Phone', 'prospect_NetWorth', 'prospect_Income', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_NumberCreditCards', 'prospect_NumberChildren', 'prospect_NumberCars', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag']",,0.0,0.0,0.0
192,TPC-DI,prospect_vertical_1_ac3_av,Semantically-Joinable,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['gncd', 'ntwrth', 'phn', 'ncm', 'mplr', 'crdtrtng', 'g', 'nmbrcrdtcrds', 'nmbrchldrn', 'mrtlstts', 'nmbrcrs', 'wnrrntflg']",,0.0,0.0,0.0
193,TPC-DI,prospect_vertical_30_ac3_av,Semantically-Joinable,1.0,"[1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]","['AgencyID', 'Country', 'LastName', 'NumberChildren', 'MiddleInitial', 'Gender', 'FirstName', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Phone', 'Income']","['gncd', 'lstnm', 'ntwrth', 'mplr', 'crdtrtng', 'g', 'gndr', 'mddlntl', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg', 'cntr']",,0.4,0.33,0.5
217,TPC-DI,prospect_vertical_50_ac4_av,Semantically-Joinable,1.0,"[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1]","['AgencyID', 'Income', 'AddressLine1', 'AddressLine2', 'NumberChildren', 'City', 'Country', 'Gender', 'NetWorth', 'Phone', 'MaritalStatus', 'LastName', 'FirstName', 'MiddleInitial', 'PostalCode', 'State']","['prospect_AgID', 'prospect_Pho', 'prospect_Inc', 'prospect_NeWo', 'prospect_AdLi1', 'prospect_AddrLi2', 'prospect_Emp', 'prospect_CreRa', 'prospect_C', 'prospect_A', 'prospect_Ge', 'prospect_NuCreCa', 'prospect_NumChi', 'prospect_NumCa', 'prospect_MarSt', 'prospect_OwOReF', 'prospect_Co']",,0.6,0.55,0.67
232,TPC-DI,prospect_both_50_70_ac1_av,Semantically-Joinable,1.0,"[1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'NumberCars', 'MiddleInitial', 'MaritalStatus', 'AddressLine1', 'Gender', 'CreditRating', 'Income', 'Country', 'Age', 'PostalCode', 'NumberCreditCards', 'AddressLine2', 'State', 'NumberChildren', 'LastName', 'FirstName', 'City']","['prospect_AgencyID', 'prospect_Phone', 'prospect_NetWorth', 'prospect_PostalCode', 'prospect_Income', 'prospect_AddressLine1', 'prospect_AddressLine2', 'prospect_Employer', 'prospect_CreditRating', 'prospect_Age', 'prospect_State', 'prospect_MiddleInitial', 'prospect_Gender', 'prospect_NumberCreditCards', 'prospect_MaritalStatus', 'prospect_NumberCars', 'prospect_NumberChildren', 'prospect_OwnOrRentFlag', 'prospect_Country']",,0.86,0.8,0.92
247,TPC-DI,prospect_both_50_1_ac5_av,Semantically-Joinable,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_gncd', 'prospect_phn', 'prospect_ntwrth', 'prospect_ncm', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_g', 'prospect_nmbrcrdtcrds', 'prospect_nmbrcrs', 'prospect_nmbrchldrn', 'prospect_mrtlstts', 'prospect_wnrrntflg']",,0.0,0.0,0.0
250,TPC-DI,prospect_both_50_30_ac4_av,Semantically-Joinable,1.0,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1]","['AgencyID', 'MiddleInitial', 'PostalCode', 'NumberCreditCards', 'MaritalStatus', 'Employer', 'LastName', 'FirstName', 'Gender', 'AddressLine1', 'AddressLine2', 'City', 'State', 'Country']","['prospect_AgeID', 'prospect_Ph', 'prospect_NeWor', 'prospect_PoCo', 'prospect_In', 'prospect_Em', 'prospect_CreRa', 'prospect_A', 'prospect_MidInit', 'prospect_NuCreCa', 'prospect_MariSta', 'prospect_NuC', 'prospect_NumCh', 'prospect_OORF']",,0.5,0.5,0.5
253,TPC-DI,prospect_vertical_1_ac5_av,Semantically-Joinable,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_gncd', 'prospect_phn', 'prospect_ntwrth', 'prospect_ncm', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_g', 'prospect_nmbrcrdtcrds', 'prospect_nmbrcrs', 'prospect_nmbrchldrn', 'prospect_mrtlstts', 'prospect_wnrrntflg']",,0.0,0.0,0.0
257,TPC-DI,prospect_vertical_70_ac1_av,Semantically-Joinable,1.0,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'OwnOrRentFlag', 'NumberChildren', 'City', 'MiddleInitial', 'CreditRating', 'Gender', 'NumberCars', 'LastName', 'MaritalStatus', 'Employer', 'State', 'PostalCode', 'AddressLine1', 'Income', 'FirstName', 'AddressLine2', 'Country']","['prospect_AgencyID', 'prospect_LastName', 'prospect_NetWorth', 'prospect_Phone', 'prospect_Income', 'prospect_PostalCode', 'prospect_AddressLine1', 'prospect_Employer', 'prospect_CreditRating', 'prospect_City', 'prospect_Age', 'prospect_State', 'prospect_MiddleInitial', 'prospect_Gender', 'prospect_NumberCreditCards', 'prospect_NumberCars', 'prospect_MaritalStatus', 'prospect_NumberChildren', 'prospect_OwnOrRentFlag']",,0.83,0.8,0.86
268,TPC-DI,prospect_vertical_1_ac2_av,Semantically-Joinable,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgID', 'Pho', 'NWor', 'Inc', 'Emp', 'CreRat', 'Ag', 'NumCreCa', 'NuChi', 'MaSt', 'NumCa', 'OOReF']",,0.2,1.0,0.11
272,TPC-DI,prospect_vertical_70_ac3_av,Semantically-Joinable,1.0,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]","['AgencyID', 'PostalCode', 'MiddleInitial', 'Gender', 'OwnOrRentFlag', 'Income', 'Country', 'AddressLine2', 'AddressLine1', 'State', 'MaritalStatus', 'City', 'Phone', 'NumberCreditCards', 'LastName', 'FirstName', 'NumberCars', 'NumberChildren']","['gncd', 'lstnm', 'phn', 'ntwrth', 'ncm', 'pstlcd', 'ddrssln1', 'ddrssln2', 'mplr', 'crdtrtng', 'ct', 'g', 'stt', 'mddlntl', 'gndr', 'nmbrcrdtcrds', 'mrtlstts', 'wnrrntflg', 'cntr']",,0.48,0.4,0.6
