,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,execution_time,F1_score,recall,precision
136,TPC-DI,prospect_both_0_70_ec_av,View-Unionable,1.0,"[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'MaritalStatus', 'OwnOrRentFlag', 'NetWorth', 'NumberChildren', 'City', 'MiddleInitial', 'Phone', 'Gender', 'CreditRating', 'NumberCars', 'NumberCreditCards', 'Age', 'Country', 'PostalCode', 'LastName', 'FirstName', 'AddressLine1']","['AgencyID', 'PostalCode', 'AddressLine2', 'Phone', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'City', 'Age', 'State', 'MiddleInitial', 'Gender', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag', 'Country']",,0.94,1.0,0.88
146,TPC-DI,prospect_both_0_30_ac4_av,View-Unionable,1.0,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'AddressLine1', 'MiddleInitial', 'OwnOrRentFlag', 'NumberCreditCards', 'FirstName', 'Gender', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country', 'Phone']","['prospect_AgID', 'prospect_LaNa', 'prospect_AddrLi1', 'prospect_NWo', 'prospect_Inc', 'prospect_Emp', 'prospect_CreRa', 'prospect_A', 'prospect_MiIni', 'prospect_NuCreCa', 'prospect_NuCa', 'prospect_NumCh', 'prospect_MariSta', 'prospect_OOReF']",,0.29,0.17,1.0
147,TPC-DI,prospect_both_0_50_ac2_ev,View-Unionable,1.0,"[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","['AgencyID', 'CreditRating', 'AddressLine1', 'MaritalStatus', 'NetWorth', 'LastName', 'MiddleInitial', 'Age', 'FirstName', 'PostalCode', 'OwnOrRentFlag', 'Gender', 'AddressLine2', 'City', 'State', 'Country']","['AgeID', 'FiNa', 'LNa', 'PosCo', 'Ph', 'Inc', 'AdLi1', 'NeWor', 'Empl', 'CreRa', 'A', 'MidIni', 'NuCreCar', 'NumChil', 'NuC', 'MarSt', 'OwORFl']",,0.48,0.45,0.5
149,TPC-DI,prospect_both_0_30_ac3_ev,View-Unionable,1.0,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'OwnOrRentFlag', 'FirstName', 'MaritalStatus', 'PostalCode', 'NetWorth', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'City', 'State', 'Country']","['gncd', 'frstnm', 'phn', 'pstlcd', 'ncm', 'ntwrth', 'mplr', 'crdtrtng', 'g', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg']",,0.4,0.33,0.5
152,TPC-DI,prospect_both_0_70_ac1_av,View-Unionable,1.0,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1]","[0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'Phone', 'NumberCars', 'CreditRating', 'NumberChildren', 'FirstName', 'City', 'NetWorth', 'MiddleInitial', 'AddressLine2', 'Gender', 'LastName', 'AddressLine1', 'State', 'OwnOrRentFlag', 'PostalCode', 'Country', 'Income']","['prospect_AgencyID', 'prospect_FirstName', 'prospect_LastName', 'prospect_AddressLine2', 'prospect_AddressLine1', 'prospect_Phone', 'prospect_NetWorth', 'prospect_Employer', 'prospect_CreditRating', 'prospect_City', 'prospect_Age', 'prospect_State', 'prospect_MiddleInitial', 'prospect_Gender', 'prospect_NumberCreditCards', 'prospect_NumberCars', 'prospect_MaritalStatus', 'prospect_NumberChildren', 'prospect_OwnOrRentFlag']",,0.76,0.73,0.79
161,TPC-DI,prospect_both_0_30_ac5_av,View-Unionable,1.0,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'NumberChildren', 'State', 'Age', 'Gender', 'City', 'LastName', 'FirstName', 'MiddleInitial', 'AddressLine1', 'AddressLine2', 'PostalCode', 'Country', 'Phone']","['prospect_gncd', 'prospect_ncm', 'prospect_ntwrth', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_ct', 'prospect_g', 'prospect_stt', 'prospect_gndr', 'prospect_nmbrcrdtcrds', 'prospect_nmbrchldrn', 'prospect_nmbrcrs', 'prospect_mrtlstts', 'prospect_wnrrntflg']",,0.67,0.5,1.0
182,TPC-DI,prospect_both_0_70_ac5_av,View-Unionable,1.0,"[1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]","['AgencyID', 'NumberCars', 'OwnOrRentFlag', 'Age', 'MaritalStatus', 'Country', 'FirstName', 'AddressLine2', 'City', 'Phone', 'State', 'MiddleInitial', 'NumberCreditCards', 'CreditRating', 'PostalCode', 'LastName', 'Gender', 'AddressLine1']","['prospect_frstnm', 'prospect_gncd', 'prospect_pstlcd', 'prospect_phn', 'prospect_ddrssln2', 'prospect_ntwrth', 'prospect_ncm', 'prospect_mplr', 'prospect_crdtrtng', 'prospect_ct', 'prospect_g', 'prospect_stt', 'prospect_mddlntl', 'prospect_nmbrcrdtcrds', 'prospect_nmbrcrs', 'prospect_mrtlstts', 'prospect_nmbrchldrn', 'prospect_wnrrntflg', 'prospect_cntr']",,0.64,0.47,1.0
183,TPC-DI,prospect_both_0_1_ac3_ev,View-Unionable,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['gncd', 'phn', 'ncm', 'ntwrth', 'mplr', 'crdtrtng', 'g', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg']",,0.0,0.0,0.0
211,TPC-DI,prospect_both_0_30_ec_av,View-Unionable,1.0,"[1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1]","['AgencyID', 'Income', 'FirstName', 'AddressLine1', 'NumberCreditCards', 'Age', 'LastName', 'MiddleInitial', 'Gender', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgencyID', 'FirstName', 'AddressLine1', 'NetWorth', 'Phone', 'Income', 'Employer', 'CreditRating', 'Age', 'NumberCreditCards', 'NumberChildren', 'NumberCars', 'MaritalStatus', 'OwnOrRentFlag']",,0.86,1.0,0.75
221,TPC-DI,prospect_both_0_1_ec_av,View-Unionable,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgencyID', 'Phone', 'Income', 'NetWorth', 'Employer', 'CreditRating', 'Age', 'NumberCreditCards', 'NumberCars', 'NumberChildren', 'MaritalStatus', 'OwnOrRentFlag']",,0.15,1.0,0.08
226,TPC-DI,prospect_both_0_1_ac4_ev,View-Unionable,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['prospect_AgeID', 'prospect_Pho', 'prospect_NWo', 'prospect_In', 'prospect_Empl', 'prospect_CreRat', 'prospect_A', 'prospect_NumCreCar', 'prospect_NuCa', 'prospect_NuCh', 'prospect_MariSt', 'prospect_OOReF']",,0.0,0.0,0.0
238,TPC-DI,prospect_both_0_50_ac3_ev,View-Unionable,1.0,"[1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0]","[0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","['AgencyID', 'OwnOrRentFlag', 'Phone', 'Employer', 'MiddleInitial', 'PostalCode', 'Gender', 'NumberCars', 'State', 'Income', 'MaritalStatus', 'LastName', 'FirstName', 'AddressLine1', 'AddressLine2', 'City']","['gncd', 'pstlcd', 'phn', 'ntwrth', 'ncm', 'mplr', 'crdtrtng', 'g', 'stt', 'mddlntl', 'gndr', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg', 'cntr']",,0.56,0.45,0.71
239,TPC-DI,prospect_both_0_1_ac3_av,View-Unionable,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['gncd', 'phn', 'ntwrth', 'ncm', 'mplr', 'crdtrtng', 'g', 'nmbrcrdtcrds', 'nmbrchldrn', 'nmbrcrs', 'mrtlstts', 'wnrrntflg']",,0.0,0.0,0.0
243,TPC-DI,prospect_both_0_70_ac4_av,View-Unionable,1.0,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]","['AgencyID', 'MaritalStatus', 'CreditRating', 'Country', 'Income', 'State', 'OwnOrRentFlag', 'FirstName', 'LastName', 'MiddleInitial', 'Phone', 'NumberChildren', 'Age', 'City', 'AddressLine1', 'Gender', 'AddressLine2', 'PostalCode']","['prospect_AgID', 'prospect_LaNa', 'prospect_FiNa', 'prospect_Pho', 'prospect_NeWor', 'prospect_In', 'prospect_AddLi1', 'prospect_Em', 'prospect_CreRa', 'prospect_Ci', 'prospect_Ag', 'prospect_St', 'prospect_MidIn', 'prospect_NuCreCar', 'prospect_NuChil', 'prospect_NuC', 'prospect_MaSt', 'prospect_OORFl', 'prospect_Co']",,0.55,0.4,0.86
258,TPC-DI,prospect_both_0_50_ac1_ev,View-Unionable,1.0,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]","[0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'Age', 'Income', 'AddressLine1', 'CreditRating', 'NumberChildren', 'Country', 'AddressLine2', 'NetWorth', 'OwnOrRentFlag', 'Employer', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'PostalCode']","['prospect_AgencyID', 'prospect_AddressLine1', 'prospect_AddressLine2', 'prospect_Phone', 'prospect_NetWorth', 'prospect_Income', 'prospect_Employer', 'prospect_CreditRating', 'prospect_City', 'prospect_Age', 'prospect_State', 'prospect_NumberCreditCards', 'prospect_NumberCars', 'prospect_NumberChildren', 'prospect_MaritalStatus', 'prospect_OwnOrRentFlag', 'prospect_Country']",,0.7,0.73,0.67
265,TPC-DI,prospect_both_0_30_ec_ev,View-Unionable,1.0,"[1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]","['AgencyID', 'Employer', 'LastName', 'PostalCode', 'AddressLine2', 'CreditRating', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'City', 'State', 'Country', 'Phone']","['AgencyID', 'LastName', 'PostalCode', 'AddressLine2', 'NetWorth', 'Income', 'Employer', 'CreditRating', 'Age', 'NumberCreditCards', 'NumberCars', 'MaritalStatus', 'NumberChildren', 'OwnOrRentFlag']",,0.67,1.0,0.5
280,TPC-DI,prospect_both_0_30_ac4_ev,View-Unionable,1.0,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['AgencyID', 'AddressLine1', 'City', 'NetWorth', 'Country', 'Employer', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine2', 'PostalCode', 'State', 'Phone']","['prospect_AgeID', 'prospect_Inc', 'prospect_NeWor', 'prospect_AddrL1', 'prospect_Em', 'prospect_CrRat', 'prospect_Ci', 'prospect_A', 'prospect_NuCreCar', 'prospect_NumCa', 'prospect_MarSta', 'prospect_NuChil', 'prospect_OORF', 'prospect_Coun']",,0.29,0.17,1.0
287,TPC-DI,prospect_both_0_1_ac2_av,View-Unionable,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgeID', 'Ph', 'NWo', 'In', 'Empl', 'CreRat', 'A', 'NumCreCa', 'NumChil', 'NuCa', 'MaSt', 'OOReF']",,0.25,1.0,0.14
299,TPC-DI,prospect_both_0_70_ac3_av,View-Unionable,1.0,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'NumberChildren', 'CreditRating', 'OwnOrRentFlag', 'NumberCreditCards', 'AddressLine1', 'PostalCode', 'Income', 'FirstName', 'Employer', 'Gender', 'NumberCars', 'State', 'Age', 'MaritalStatus', 'LastName', 'MiddleInitial', 'AddressLine2']","['frstnm', 'gncd', 'pstlcd', 'phn', 'ddrssln1', 'ncm', 'ntwrth', 'mplr', 'crdtrtng', 'ct', 'g', 'stt', 'gndr', 'nmbrcrdtcrds', 'nmbrcrs', 'nmbrchldrn', 'mrtlstts', 'wnrrntflg', 'cntr']",,0.76,0.73,0.79
307,TPC-DI,prospect_both_0_70_ac2_ev,View-Unionable,1.0,"[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['AgencyID', 'MiddleInitial', 'CreditRating', 'State', 'LastName', 'Income', 'NumberCreditCards', 'City', 'AddressLine2', 'MaritalStatus', 'NumberChildren', 'Age', 'Employer', 'Country', 'AddressLine1', 'FirstName', 'Gender', 'PostalCode']","['LNa', 'AgID', 'Ph', 'AddrL1', 'AdLi2', 'Inc', 'NeWo', 'Emp', 'CrRat', 'Ci', 'Ag', 'Sta', 'MidInit', 'NuCreCar', 'NumCa', 'NuCh', 'MaSta', 'OORF', 'Coun']",,0.83,0.8,0.86
320,TPC-DI,prospect_both_0_1_ac2_ev,View-Unionable,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0]","['AgencyID', 'LastName', 'FirstName', 'MiddleInitial', 'Gender', 'AddressLine1', 'AddressLine2', 'PostalCode', 'City', 'State', 'Country']","['AgID', 'Ph', 'Inc', 'NeWor', 'Empl', 'CreRa', 'Ag', 'NumCreCar', 'NumC', 'NuChi', 'MaSta', 'OwOReFl']",,0.29,1.0,0.17
