,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,F1_score,recall,precision,noise level
182,ChEMBL,assays_both_0_70_ac5_ev,View-Unionable,0,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'tissue_id', 'assay_cell_type', 'assay_tissue', 'assay_organism', 'src_assay_id', 'assay_type', 'assay_subcellular_fraction', 'cell_id', 'relationship_type', 'doc_id', 'bao_format', 'chembl_id', 'tid', 'assay_category', 'curated_by', 'description', 'assay_test_type', 'assay_tax_id']","['assays_ss_d', 'assays_chmbl_d', 'assays_dc_d', 'assays_ss_tss', 'assays_tss_d', 'assays_ss_rgnsm', 'assays_td', 'assays_b_frmt', 'assays_cnfdnc_scr', 'assays_ss_tp', 'assays_rltnshp_tp', 'assays_crtd_b', 'assays_ss_cll_tp', 'assays_cll_d', 'assays_ss_strn', 'assays_ss_sbclllr_frctn', 'assays_src_d']",0.0,0.0,0.0,N5
195,ChEMBL,assays_both_0_70_ac4_ev,View-Unionable,0,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_organism', 'assay_category', 'tissue_id', 'assay_tax_id', 'assay_test_type', 'assay_strain', 'src_id', 'src_assay_id', 'doc_id', 'relationship_type', 'tid', 'assay_cell_type', 'confidence_score', 'assay_tissue', 'assay_type', 'description', 'assay_subcellular_fraction', 'curated_by']","['assays_CHEI', 'assays_ASI', 'assays_DOI', 'assays_ASSTIS', 'assays_TII', 'assays_ASSORG', 'assays_ASSTI', 'assays_Ti', 'assays_BFO', 'assays_CONFISC', 'assay_type', 'assays_RELT', 'assays_ASTT', 'assays_CI', 'assays_ASSCT', 'assays_SRI', 'assays_ASST']",0.13,0.07,1.0,N4
217,ChEMBL,assays_both_0_50_ac3_av,View-Unionable,0,"[0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'src_id', 'assay_test_type', 'assay_subcellular_fraction', 'cell_id', 'assay_type', 'doc_id', 'bao_format', 'curated_by', 'assay_strain', 'assay_tissue', 'description', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_cell_type', 'tid']","['chmbl_d', 'ss_d', 'dc_d', 'ss_tss', 'tss_d', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'ss_tp', 'crtd_b', 'ss_tst_tp', 'cll_d', 'src_d', 'ss_strn', 'ss_sbclllr_frctn']",0.0,0.0,0.0,N3
227,ChEMBL,assays_both_0_70_ac3_av,View-Unionable,0,"[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'tissue_id', 'bao_format', 'variant_id', 'relationship_type', 'curated_by', 'assay_strain', 'assay_cell_type', 'cell_id', 'src_id', 'assay_tissue', 'tid', 'assay_test_type', 'doc_id', 'assay_subcellular_fraction', 'chembl_id', 'description', 'assay_type', 'assay_category']","['ss_d', 'chmbl_d', 'dc_d', 'ss_tss', 'tss_d', 'ss_rgnsm', 'ss_tx_d', 'td', 'b_frmt', 'rltnshp_tp', 'cnfdnc_scr', 'ss_tst_tp', 'crtd_b', 'cll_d', 'ss_cll_tp', 'src_d', 'ss_sbclllr_frctn', 'ss_strn']",0.12,0.07,1.0,N3
241,ChEMBL,assays_both_0_70_ac3_ev,View-Unionable,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_organism', 'bao_format', 'tissue_id', 'variant_id', 'confidence_score', 'assay_tissue', 'chembl_id', 'assay_category', 'curated_by', 'assay_test_type', 'doc_id', 'src_assay_id', 'relationship_type', 'tid', 'src_id', 'description', 'assay_type', 'assay_tax_id']","['ss_d', 'chmbl_d', 'dc_d', 'tss_d', 'ss_tss', 'ss_rgnsm', 'td', 'b_frmt', 'rltnshp_tp', 'cnfdnc_scr', 'ss_tst_tp', 'crtd_b', 'cll_d', 'ss_cll_tp', 'src_d', 'ss_strn', 'ss_sbclllr_frctn']",0.14,0.08,1.0,N3
246,ChEMBL,assays_both_0_30_ac5_ev,View-Unionable,0,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'curated_by', 'assay_type', 'assay_strain', 'src_id', 'relationship_type', 'doc_id', 'description', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_tissue', 'assay_cell_type']","['assays_chmbl_d', 'assays_ss_d', 'assays_tss_d', 'assays_td', 'assays_b_frmt', 'assays_ss_tp', 'assays_cnfdnc_scr', 'assays_rltnshp_tp', 'assays_crtd_b', 'assays_cll_d', 'assays_src_d', 'assays_ss_strn', 'assays_ss_sbclllr_frctn']",0.0,0.0,0.0,N5
250,ChEMBL,assays_both_0_1_ac2_ev,View-Unionable,0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['CHEI', 'ASI', 'TII', 'Ti', 'BFOR', 'CONSCO', 'RELATIT', 'CURAB', 'CI', 'SI']",1.0,1.0,1.0,N2
258,ChEMBL,assays_both_0_1_ec_av,View-Unionable,0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['chembl_id', 'assay_id', 'tissue_id', 'tid', 'bao_format', 'relationship_type', 'confidence_score', 'curated_by', 'cell_id', 'src_id']",1.0,1.0,1.0,N0
275,ChEMBL,assays_both_0_1_ac4_av,View-Unionable,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_ASI', 'assays_CHEI', 'assays_TII', 'assays_Ti', 'assays_BFOR', 'assays_RELATT', 'assays_CONFSCO', 'assays_CURAB', 'assays_CI', 'assays_SRI']",0.0,0.0,0.0,N4
276,ChEMBL,assays_both_0_50_ac5_av,View-Unionable,0,"[1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_subcellular_fraction', 'cell_id', 'tid', 'confidence_score', 'src_id', 'src_assay_id', 'assay_strain', 'assay_organism', 'doc_id', 'chembl_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_tax_id', 'assay_tissue']","['assays_chmbl_d', 'assays_ss_d', 'assays_dc_d', 'assays_tss_d', 'assays_ss_rgnsm', 'assays_td', 'assays_b_frmt', 'assays_rltnshp_tp', 'assays_cnfdnc_scr', 'assays_crtd_b', 'assays_cll_d', 'assays_ss_cll_tp', 'assays_ss_sbclllr_frctn', 'assays_src_d', 'assays_ss_strn']",0.0,0.0,0.0,N5
278,ChEMBL,assays_both_0_30_ac2_ev,View-Unionable,0,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]","['assay_id', 'src_id', 'assay_tax_id', 'assay_cell_type', 'relationship_type', 'curated_by', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_strain', 'assay_tissue']","['ASSI', 'CHI', 'TII', 'ASSTI', 'T', 'BAFOR', 'RELAT', 'CONFISC', 'CUB', 'ASCT', 'CI', 'SI', 'ASSUBCELFR']",0.55,0.5,0.6,N2
288,ChEMBL,assays_both_0_70_ac2_av,View-Unionable,0,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0]","['assay_id', 'assay_strain', 'doc_id', 'src_assay_id', 'assay_subcellular_fraction', 'chembl_id', 'assay_category', 'relationship_type', 'curated_by', 'src_id', 'assay_cell_type', 'tid', 'assay_organism', 'assay_tax_id', 'assay_tissue', 'cell_id', 'description', 'assay_type', 'assay_test_type']","['CHEI', 'ASI', 'DOI', 'ASTI', 'TII', 'ASSTAI', 'ASORGA', 'T', 'BFO', 'CONFSCO', 'RELATT', 'ASSCET', 'CUB', 'CI', 'ASSSTR', 'ASSSUBFRA', 'SI']",0.64,0.5,0.88,N2
296,ChEMBL,assays_both_0_70_ac1_ev,View-Unionable,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1]","['assay_id', 'assay_organism', 'tissue_id', 'chembl_id', 'description', 'assay_test_type', 'doc_id', 'assay_tissue', 'tid', 'variant_id', 'assay_category', 'bao_format', 'src_assay_id', 'curated_by', 'assay_subcellular_fraction', 'assay_tax_id', 'assay_type', 'assay_strain', 'assay_cell_type']","['assays_chembl_id', 'assays_assay_id', 'assays_description', 'assays_doc_id', 'assays_assay_tissue', 'assays_tissue_id', 'assays_assay_organism', 'assays_assay_tax_id', 'assays_tid', 'assays_bao_format', 'assays_relationship_type', 'assays_confidence_score', 'assays_curated_by', 'assays_assay_test_type', 'assays_cell_id', 'assays_src_id', 'assays_assay_subcellular_fraction']",0.83,0.77,0.91,N1
303,ChEMBL,assays_both_0_1_ac5_av,View-Unionable,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_ss_d', 'assays_chmbl_d', 'assays_tss_d', 'assays_td', 'assays_b_frmt', 'assays_cnfdnc_scr', 'assays_rltnshp_tp', 'assays_crtd_b', 'assays_cll_d', 'assays_src_d']",0.0,0.0,0.0,N5
305,ChEMBL,assays_both_0_30_ac4_av,View-Unionable,0,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'variant_id', 'src_id', 'assay_cell_type', 'bao_format', 'tissue_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain']","['assays_ASI', 'assays_CHEI', 'assays_ASSTIS', 'assays_TII', 'assays_T', 'assays_BFO', 'assays_CONFISC', 'assays_RELT', 'assays_CURAB', 'assays_ASSCTY', 'assays_CI', 'assays_ASSUBFR', 'assays_SRI']",0.0,0.0,0.0,N4
