,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,F1_score,recall,precision,noise level
88,ChEMBL,assays_both_50_70_ac1_ev,Joinable,0,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","['assay_id', 'assay_organism', 'tid', 'tissue_id', 'assay_category', 'src_id', 'assay_test_type', 'src_assay_id', 'curated_by', 'doc_id', 'description', 'assay_subcellular_fraction', 'relationship_type', 'assay_cell_type', 'assay_type', 'assay_strain', 'assay_tax_id', 'assay_tissue', 'confidence_score']","['assays_chembl_id', 'assays_assay_id', 'assays_description', 'assays_doc_id', 'assays_tid', 'assays_assay_organism', 'assays_assay_cell_type', 'assays_tissue_id', 'assays_cell_id', 'assays_bao_format', 'assays_relationship_type', 'assays_assay_type', 'assays_assay_test_type', 'assays_assay_subcellular_fraction', 'assays_curated_by', 'assays_assay_strain', 'assays_src_id']",0.86,0.86,0.86,N1
112,ChEMBL,assays_vertical_30_ac4_ev,Joinable,0,"[0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'curated_by', 'tid', 'assay_tissue', 'assay_category', 'description', 'doc_id', 'assay_type', 'assay_test_type', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_CHI', 'assays_ASI', 'assays_Descr', 'assays_Ti', 'assays_CI', 'assays_ASSTI', 'assays_TII', 'assays_BAFO', 'assays_CONSC', 'assays_RELATT', 'assays_CURAB', 'assays_SRI']",0.0,0.0,0.0,N4
134,ChEMBL,assays_both_50_1_ac1_ev,Joinable,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_assay_id', 'assays_chembl_id', 'assays_tid', 'assays_tissue_id', 'assays_cell_id', 'assays_bao_format', 'assays_confidence_score', 'assays_relationship_type', 'assays_curated_by', 'assays_src_id']",0.5,1.0,0.33,N1
147,ChEMBL,assays_vertical_1_ac1_ev,Joinable,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_assay_id', 'assays_chembl_id', 'assays_tid', 'assays_cell_id', 'assays_tissue_id', 'assays_bao_format', 'assays_confidence_score', 'assays_relationship_type', 'assays_curated_by', 'assays_src_id']",0.5,1.0,0.33,N1
148,ChEMBL,assays_vertical_50_ac4_ev,Joinable,0,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['assay_id', 'assay_category', 'assay_tissue', 'variant_id', 'assay_organism', 'chembl_id', 'doc_id', 'assay_strain', 'tid', 'curated_by', 'assay_tax_id', 'description', 'assay_type', 'assay_test_type', 'assay_cell_type', 'assay_subcellular_fraction', 'relationship_type']","['assays_CHI', 'assays_ASI', 'assays_DI', 'assays_Ti', 'assays_CEI', 'assays_ASSOR', 'assays_ASSTAI', 'assays_ASTIS', 'assays_TII', 'assays_BAFOR', 'assays_CONFISCO', 'assays_CURAB', 'assays_ASSTR', 'assays_SRI']",0.2,0.11,1.0,N4
149,ChEMBL,assays_vertical_1_ac2_ev,Joinable,0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['CHEI', 'ASSI', 'T', 'CI', 'TII', 'BAFO', 'CONSC', 'RELATIT', 'CURAB', 'SI']",0.0,0.0,0.0,N2
151,ChEMBL,assays_vertical_50_ac5_ev,Joinable,0,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_subcellular_fraction', 'assay_strain', 'assay_test_type', 'assay_tax_id', 'tissue_id', 'src_assay_id', 'variant_id', 'tid', 'assay_category', 'src_id', 'doc_id', 'description', 'assay_type', 'assay_organism', 'assay_tissue', 'assay_cell_type']","['assays_chmbl_d', 'assays_ss_d', 'assays_td', 'assays_cll_d', 'assays_ss_tx_d', 'assays_tss_d', 'assays_b_frmt', 'assays_cnfdnc_scr', 'assays_rltnshp_tp', 'assays_ss_sbclllr_frctn', 'assays_ss_strn', 'assays_ss_tst_tp', 'assays_crtd_b', 'assays_src_d']",0.0,0.0,0.0,N5
158,ChEMBL,assays_vertical_1_ac4_ev,Joinable,0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_CHEI', 'assays_ASSI', 'assays_T', 'assays_CI', 'assays_TII', 'assays_BAFO', 'assays_CONSC', 'assays_RELATITY', 'assays_CURAB', 'assays_SRI']",0.0,0.0,0.0,N4
169,ChEMBL,assays_both_50_1_ac4_ev,Joinable,0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_CHEI', 'assays_ASI', 'assays_T', 'assays_CI', 'assays_TII', 'assays_BFO', 'assays_CONSCO', 'assays_RELAT', 'assays_CUB', 'assays_SI']",0.0,0.0,0.0,N4
178,ChEMBL,assays_both_50_50_ac3_ev,Joinable,0,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_tax_id', 'src_assay_id', 'curated_by', 'assay_subcellular_fraction', 'tid', 'assay_test_type', 'chembl_id', 'tissue_id', 'assay_category', 'src_id', 'doc_id', 'description', 'assay_type', 'assay_organism', 'assay_strain', 'assay_tissue']","['ss_d', 'chmbl_d', 'td', 'ss_tx_d', 'ss_cll_tp', 'tss_d', 'cll_d', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'ss_tst_tp', 'crtd_b', 'ss_sbclllr_frctn', 'src_d']",0.2,0.11,1.0,N3
185,ChEMBL,assays_both_50_70_ac4_ev,Joinable,0,"[0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'tissue_id', 'doc_id', 'assay_tax_id', 'bao_format', 'assay_category', 'src_assay_id', 'cell_id', 'curated_by', 'src_id', 'assay_organism', 'assay_test_type', 'confidence_score', 'assay_subcellular_fraction', 'relationship_type', 'assay_strain', 'description', 'assay_type', 'assay_tissue']","['assays_CHI', 'assays_ASSI', 'assays_DI', 'assays_T', 'assays_ASTI', 'assays_ASSORGA', 'assays_CEI', 'assays_ASCT', 'assays_TII', 'assays_BAFOR', 'assays_CONFSCO', 'assays_RELTY', 'assays_ASSUBCFRA', 'assays_ASSTETY', 'assays_CURB', 'assays_SRI', 'assays_ASST']",0.0,0.0,0.0,N4
207,ChEMBL,assays_vertical_30_ec_ev,Joinable,0,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","['assay_id', 'assay_tissue', 'doc_id', 'cell_id', 'assay_type', 'assay_strain', 'description', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_cell_type', 'assay_subcellular_fraction', 'tid']","['assay_id', 'chembl_id', 'doc_id', 'cell_id', 'assay_tissue', 'tissue_id', 'bao_format', 'confidence_score', 'relationship_type', 'assay_type', 'curated_by', 'assay_strain', 'src_id']",0.71,1.0,0.55,N0
218,ChEMBL,assays_vertical_1_ac5_ev,Joinable,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assays_ss_d', 'assays_chmbl_d', 'assays_td', 'assays_cll_d', 'assays_tss_d', 'assays_b_frmt', 'assays_cnfdnc_scr', 'assays_rltnshp_tp', 'assays_crtd_b', 'assays_src_d']",0.0,0.0,0.0,N5
243,ChEMBL,assays_both_50_1_ec_ev,Joinable,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['assay_id', 'chembl_id', 'tid', 'tissue_id', 'cell_id', 'bao_format', 'confidence_score', 'relationship_type', 'curated_by', 'src_id']",1.0,1.0,1.0,N0
253,ChEMBL,assays_vertical_50_ec_ev,Joinable,0,"[1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","['assay_id', 'assay_organism', 'variant_id', 'assay_type', 'description', 'assay_strain', 'chembl_id', 'assay_tax_id', 'confidence_score', 'src_id', 'relationship_type', 'doc_id', 'assay_test_type', 'assay_category', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['chembl_id', 'assay_id', 'description', 'tid', 'cell_id', 'assay_organism', 'assay_tax_id', 'tissue_id', 'bao_format', 'confidence_score', 'relationship_type', 'curated_by', 'assay_type', 'assay_strain', 'src_id']",0.87,1.0,0.77,N0
257,ChEMBL,assays_both_50_30_ac4_ev,Joinable,0,"[0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'assay_subcellular_fraction', 'assay_test_type', 'bao_format', 'tissue_id', 'cell_id', 'doc_id', 'description', 'assay_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue']","['assays_CHI', 'assays_ASSI', 'assays_T', 'assays_ASCTY', 'assays_TISI', 'assays_CEI', 'assays_BAFO', 'assays_CONFISC', 'assays_RELT', 'assays_CUB', 'assays_ASSUBCFRA', 'assays_ASTTY', 'assays_SI']",0.0,0.0,0.0,N4
267,ChEMBL,assays_vertical_30_ac3_ev,Joinable,0,"[1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'tid', 'assay_cell_type', 'assay_organism', 'assay_tissue', 'description', 'doc_id', 'assay_type', 'assay_test_type', 'assay_category', 'assay_tax_id', 'assay_strain', 'assay_subcellular_fraction', 'relationship_type']","['ss_d', 'chmbl_d', 'dscrptn', 'td', 'cll_d', 'ss_cll_tp', 'ss_rgnsm', 'ss_tss', 'tss_d', 'b_frmt', 'cnfdnc_scr', 'crtd_b', 'src_d']",0.29,0.17,1.0,N3
281,ChEMBL,assays_vertical_30_ac1_ev,Joinable,0,"[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","['assay_id', 'src_id', 'tissue_id', 'confidence_score', 'doc_id', 'assay_organism', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type']","['assays_assay_id', 'assays_chembl_id', 'assays_doc_id', 'assays_tid', 'assays_cell_id', 'assays_assay_organism', 'assays_tissue_id', 'assays_bao_format', 'assays_confidence_score', 'assays_relationship_type', 'assays_assay_subcellular_fraction', 'assays_curated_by', 'assays_src_id']",0.6,0.5,0.75,N1
285,ChEMBL,assays_vertical_70_ac5_ev,Joinable,0,"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'description', 'src_id', 'relationship_type', 'src_assay_id', 'assay_organism', 'variant_id', 'assay_subcellular_fraction', 'assay_category', 'assay_tissue', 'assay_cell_type', 'tissue_id', 'bao_format', 'chembl_id', 'confidence_score', 'curated_by', 'doc_id', 'assay_type', 'assay_test_type']","['assays_chmbl_d', 'assays_ss_d', 'assays_dscrptn', 'assays_td', 'assays_cll_d', 'assays_ss_cll_tp', 'assays_ss_rgnsm', 'assays_ss_tx_d', 'assays_ss_tss', 'assays_tss_d', 'assays_b_frmt', 'assays_cnfdnc_scr', 'assays_ss_sbclllr_frctn', 'assays_rltnshp_tp', 'assays_crtd_b', 'assays_ss_strn', 'assays_src_d']",0.0,0.0,0.0,N5
289,ChEMBL,assays_both_50_50_ec_ev,Joinable,0,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1]","['assay_id', 'variant_id', 'assay_tissue', 'tid', 'tissue_id', 'src_assay_id', 'assay_strain', 'cell_id', 'relationship_type', 'assay_test_type', 'curated_by', 'doc_id', 'description', 'assay_type', 'assay_category', 'assay_organism', 'assay_tax_id']","['assay_id', 'chembl_id', 'tid', 'tissue_id', 'assay_tissue', 'assay_cell_type', 'cell_id', 'bao_format', 'confidence_score', 'relationship_type', 'assay_test_type', 'assay_subcellular_fraction', 'curated_by', 'assay_strain', 'src_id']",0.86,1.0,0.75,N0
295,ChEMBL,assays_vertical_70_ac4_ev,Joinable,0,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'bao_format', 'description', 'tissue_id', 'relationship_type', 'src_id', 'assay_cell_type', 'chembl_id', 'assay_test_type', 'tid', 'doc_id', 'assay_subcellular_fraction', 'assay_tissue', 'assay_type', 'assay_strain', 'assay_category', 'assay_organism', 'assay_tax_id', 'confidence_score']","['assays_CHI', 'assays_ASSI', 'assays_Descri', 'assays_DI', 'assays_T', 'assays_ASSCET', 'assays_CI', 'assays_ASTIS', 'assays_TISI', 'assays_BFOR', 'assays_RELAT', 'assays_ASSTY', 'assays_ASTET', 'assays_ASSUBCEFR', 'assays_CURAB', 'assays_ASSST', 'assays_SI']",0.0,0.0,0.0,N4
302,ChEMBL,assays_vertical_70_ac2_ev,Joinable,0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","['assay_id', 'doc_id', 'assay_type', 'assay_cell_type', 'tissue_id', 'tid', 'description', 'assay_tissue', 'confidence_score', 'cell_id', 'assay_organism', 'src_id', 'assay_tax_id', 'relationship_type', 'curated_by', 'assay_strain', 'assay_test_type', 'assay_category', 'assay_subcellular_fraction']","['CHEI', 'ASSI', 'Descr', 'DOI', 'Ti', 'ASSCT', 'CEI', 'ASORG', 'ASSTAI', 'TISI', 'ASTI', 'BFOR', 'CONFISC', 'RELAT', 'ASST', 'CUB', 'ASSST', 'SI']",0.72,0.56,1.0,N2
309,ChEMBL,assays_vertical_50_ac3_ev,Joinable,0,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'tissue_id', 'curated_by', 'assay_tissue', 'tid', 'description', 'chembl_id', 'relationship_type', 'confidence_score', 'cell_id', 'assay_cell_type', 'doc_id', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id']","['chmbl_d', 'ss_d', 'dscrptn', 'td', 'cll_d', 'ss_cll_tp', 'tss_d', 'ss_tss', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'ss_sbclllr_frctn', 'crtd_b', 'src_d', 'ss_strn']",0.17,0.09,1.0,N3
310,ChEMBL,assays_both_50_50_ac2_ev,Joinable,0,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]","['assay_id', 'assay_type', 'assay_test_type', 'assay_tax_id', 'assay_strain', 'tid', 'curated_by', 'description', 'src_assay_id', 'chembl_id', 'assay_category', 'doc_id', 'assay_organism', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction', 'relationship_type']","['ASI', 'CHEI', 'Des', 'Ti', 'ASSTI', 'TII', 'CI', 'BFOR', 'CONSC', 'ASSTY', 'CURB', 'ASTTY', 'SI', 'ASSTR']",0.43,0.33,0.6,N2
321,ChEMBL,assays_vertical_1_ec_ev,Joinable,0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['chembl_id', 'assay_id', 'tid', 'cell_id', 'tissue_id', 'bao_format', 'confidence_score', 'relationship_type', 'curated_by', 'src_id']",1.0,1.0,1.0,N0
331,ChEMBL,assays_vertical_30_ac2_ev,Joinable,0,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","['assay_id', 'confidence_score', 'src_assay_id', 'bao_format', 'curated_by', 'tissue_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain']","['CHI', 'ASSI', 'Ti', 'ASCET', 'CEI', 'TISI', 'ASSTI', 'BAFO', 'CONSC', 'RELATT', 'ASSUBFR', 'CUB', 'SI']",0.29,0.2,0.5,N2
335,ChEMBL,assays_vertical_1_ac3_ev,Joinable,0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['assay_id', 'doc_id', 'description', 'assay_type', 'assay_test_type', 'assay_category', 'assay_organism', 'assay_tax_id', 'assay_strain', 'assay_tissue', 'assay_cell_type', 'assay_subcellular_fraction']","['ss_d', 'chmbl_d', 'td', 'cll_d', 'tss_d', 'b_frmt', 'cnfdnc_scr', 'rltnshp_tp', 'crtd_b', 'src_d']",0.0,0.0,0.0,N3
