,Category of dataset,dataset,relation,Configuration_Num,y_true,y_pred,Sc1,Sc2,F1_score,recall,precision,noise level
5827,OpenData,miller2_both_0_50_ac3_av,View-Unionable,13,"[1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Organisation sub-class', 'FSTC percent', 'Sector name', 'Sector percent', 'Youth issues (marker)', 'Programming process (new)', 'Project number', 'Branch name', 'Section ID', 'Organisation ID', 'Amount spent', 'Regional program (marker)', 'IRTC percent', 'CFLI (marker)', 'Continent ID', 'Indigenous issues (marker)', 'Organisation name', 'Gender equality (marker)', 'Division ID', 'Children issues (marker)', 'Fund centre ID', 'CountryRegion percent', 'Untied amount(Project-level budget)', 'PBA type', 'Status', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Division name', 'Section name', 'Fund centre name', 'CIDA business delivery model (old)', 'Bilateral aid (international marker)', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Participatory development and good governance']","['mntspnt', 'prjctnmbr', 'ntdmnt(prjct-lvlbdgt)', 'rgnstnnm', 'rgnstnd', 'prjctbrwsrcntrd', 'cntrrgnnm', 'cntrrgnd', 'sctrnm', 'sctrd', 'fndcntrd', 'sctnd', 'rgnstnsb-clss', 'dvsnd', 'rgnstnclss', 'dsbltsss(mrkr)', 'brnchnm', 'cntnntnm', 'cntnntd', 'chldrnsss(mrkr)', 'trddvlpmnt(mrkr)', 'gndrqlt(mrkr)', 'knwldgfrdvlpmnt(mrkr)', 'bdvrst(mrkr)', 'rbnsss(mrkr)', 'ndgnssss(mrkr)', 'rgnstntp', 'thsss(mrkr)', 'ctstlfrdvlpmnt(mrkr)', 'cfl(mrkr)', 'cntrrgnprcnt', 'rgnlprgrm(mrkr)', 'sctrprcnt', 'fstcprcnt', 'prgrmmngprcss(nw)', 'pbtp', 'fsclr', 'rtcprcnt']",0.27,0.16,0.8,N3
5836,OpenData,miller2_both_0_50_ac4_av,View-Unionable,13,"[0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Indigenous issues (marker)', 'CFLI (marker)', 'Programming process (new)', 'Sector ID', 'Urban issues (marker)', 'Climate change adaptation (marker)', 'Status', 'Enviromental sustainability (marker)', 'CountryRegion name', 'Organisation name', 'Fund centre name', 'PBA type', 'Climate change mitigation (marker)', 'IRTC percent', 'Organisation type', 'Maximum CIDA contribution (project-level)', 'Untied amount(Project-level budget)', 'Division ID', 'Sector percent', 'FSTC percent', 'Section ID', 'Sector name', 'Continent ID', 'Fund centre ID', 'Project number', 'Branch ID', 'Branch name', 'Division name', 'Section name', 'Regional program (marker)', 'CIDA business delivery model (old)', 'Bilateral aid (international marker)', 'Desertification (marker)', 'Participatory development and good governance', 'Trade development (marker)', 'Biodiversity (marker)', 'Children issues (marker)']","['miller2_AmSp', 'miller2_MaxCIDAContr', 'miller2_UntAmoProBud', 'miller2_OrganID', 'miller2_OrgaNa', 'miller2_ProjBroCouID', 'miller2_CouRegNa', 'miller2_CouReID', 'miller2_SeN', 'miller2_SeID', 'miller2_FuCenNa', 'miller2_FCenID', 'miller2_OrgaSu', 'miller2_DivID', 'miller2_OrgCla', 'miller2_ConID', 'miller2_IndiIss', 'miller2_ConNa', 'miller2_YoIss', 'miller2_OrgaT', 'miller2_UrIss', 'miller2_KnowlFoDeve', 'miller2_GeEqu', 'miller2_ClChMit', 'miller2_Sta', 'miller2_DisaIss', 'miller2_EnviSustai', 'miller2_ClimChaAdap', 'miller2_ICTAATFoDeve', 'miller2_FSTCPe', 'miller2_CFLI', 'miller2_CouRegPerc', 'miller2_SecPer', 'miller2_PBATy', 'miller2_PrograPr', 'miller2_IRTCPer', 'miller2_FisY']",0.0,0.0,0.0,N4
5855,OpenData,miller2_both_0_30_ac5_av,View-Unionable,13,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Branch ID', 'Organisation sub-class', 'Continent ID', 'Sector percent', 'Sector name', 'Status', 'Project number', 'Climate change mitigation (marker)', 'Gender equality (marker)', 'Participatory development and good governance', 'Maximum CIDA contribution (project-level)', 'Regional program (marker)', 'Section ID', 'Untied amount(Project-level budget)', 'Branch name', 'Division ID', 'Division name', 'Section name', 'Fund centre ID', 'Fund centre name', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Desertification (marker)', 'Trade development (marker)', 'Biodiversity (marker)']","['miller2_mntspnt', 'miller2_prjctnmbr', 'miller2_mxmmcdcntrbtn(prjct-lvl)', 'miller2_ntdmnt(prjct-lvlbdgt)', 'miller2_rgnstnd', 'miller2_rgnstnnm', 'miller2_prjctbrwsrcntrd', 'miller2_cntrrgnnm', 'miller2_cntrrgnd', 'miller2_sctrd', 'miller2_sctrnm', 'miller2_sctnd', 'miller2_rgnstnsb-clss', 'miller2_rgnstnclss', 'miller2_cntnntnm', 'miller2_knwldgfrdvlpmnt(mrkr)', 'miller2_chldrnsss(mrkr)', 'miller2_rbnsss(mrkr)', 'miller2_ndgnssss(mrkr)', 'miller2_brnchd', 'miller2_cntnntd', 'miller2_clmtchngmtgtn(mrkr)', 'miller2_prtcptrdvlpmntndgdgvrnnc', 'miller2_dsbltsss(mrkr)', 'miller2_gndrqlt(mrkr)', 'miller2_ctstlfrdvlpmnt(mrkr)', 'miller2_thsss(mrkr)', 'miller2_rgnstntp', 'miller2_stts', 'miller2_rgnlprgrm(mrkr)', 'miller2_sctrprcnt', 'miller2_cntrrgnprcnt', 'miller2_fsclr']",0.0,0.0,0.0,N5
5868,OpenData,miller2_both_0_30_ac1_ev,View-Unionable,13,"[0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Climate change mitigation (marker)', 'Disability issues (marker)', 'Division name', 'Status', 'Biodiversity (marker)', 'Programming process (new)', 'FSTC percent', 'CountryRegion ID', 'Participatory development and good governance', 'IRTC percent', 'Section name', 'Division ID', 'Project Browser country ID', 'Organisation name', 'Project number', 'Maximum CIDA contribution (project-level)', 'Branch ID', 'Branch name', 'Section ID', 'Regional program (marker)', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change adaptation (marker)', 'Desertification (marker)', 'Trade development (marker)', 'Urban issues (marker)']","['miller2_AmountSpent', 'miller2_OrganisationID', 'miller2_OrganisationName', 'miller2_ProjectBrowserCountryID', 'miller2_CountryRegionName', 'miller2_CountryRegionID', 'miller2_SectorID', 'miller2_SectorName', 'miller2_SectionName', 'miller2_OrganisationSub-class', 'miller2_DivisionName', 'miller2_DivisionID', 'miller2_OrganisationClass', 'miller2_ContinentName', 'miller2_ContinentID', 'miller2_DisabilityIssues(marker)', 'miller2_ParticipatoryDevelopmentAndGoodGovernance', 'miller2_KnowledgeForDevelopment(marker)', 'miller2_YouthIssues(marker)', 'miller2_GenderEquality(marker)', 'miller2_Biodiversity(marker)', 'miller2_ChildrenIssues(marker)', 'miller2_IndigenousIssues(marker)', 'miller2_OrganisationType', 'miller2_ClimateChangeMitigation(marker)', 'miller2_ICTAsAToolForDevelopment(marker)', 'miller2_Status', 'miller2_SectorPercent', 'miller2_FSTCPercent', 'miller2_CountryRegionPercent', 'miller2_IRTCPercent', 'miller2_FiscalYear', 'miller2_ProgrammingProcess(new)']",0.21,0.13,0.5,N1
5875,OpenData,miller2_both_0_50_ac5_av,View-Unionable,13,"[1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'ICT as a tool for development (marker)', 'Continent ID', 'Branch ID', 'Organisation sub-class', 'IRTC percent', 'Branch name', 'Regional program (marker)', 'Children issues (marker)', 'Youth issues (marker)', 'CFLI (marker)', 'Organisation type', 'Desertification (marker)', 'Programming process (new)', 'FSTC percent', 'Section name', 'Amount spent', 'Organisation ID', 'Knowledge for development (marker)', 'Sector name', 'Status', 'Division name', 'Organisation name', 'Participatory development and good governance', 'Climate change adaptation (marker)', 'Project number', 'Maximum CIDA contribution (project-level)', 'Division ID', 'Section ID', 'Fund centre ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'CIDA business delivery model (old)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)', 'Climate change mitigation (marker)', 'Trade development (marker)']","['miller2_mntspnt', 'miller2_rgnstnd', 'miller2_rgnstnnm', 'miller2_prjctbrwsrcntrd', 'miller2_cntrrgnnm', 'miller2_cntrrgnd', 'miller2_sctrnm', 'miller2_sctrd', 'miller2_sctnnm', 'miller2_rgnstnsb-clss', 'miller2_dvsnnm', 'miller2_rgnstnclss', 'miller2_cntnntnm', 'miller2_brnchnm', 'miller2_rgnstntp', 'miller2_cntnntd', 'miller2_brnchd', 'miller2_knwldgfrdvlpmnt(mrkr)', 'miller2_prtcptrdvlpmntndgdgvrnnc', 'miller2_ndgnssss(mrkr)', 'miller2_rbnsss(mrkr)', 'miller2_dsrtfctn(mrkr)', 'miller2_thsss(mrkr)', 'miller2_chldrnsss(mrkr)', 'miller2_dsbltsss(mrkr)', 'miller2_stts', 'miller2_gndrqlt(mrkr)', 'miller2_bdvrst(mrkr)', 'miller2_clmtchngdpttn(mrkr)', 'miller2_ctstlfrdvlpmnt(mrkr)', 'miller2_rgnlprgrm(mrkr)', 'miller2_fstcprcnt', 'miller2_cfl(mrkr)', 'miller2_cntrrgnprcnt', 'miller2_sctrprcnt', 'miller2_rtcprcnt', 'miller2_prgrmmngprcss(nw)', 'miller2_fsclr']",0.0,0.0,0.0,N5
5877,OpenData,miller2_both_0_70_ac1_av,View-Unionable,13,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['Fiscal year', 'Maximum CIDA contribution (project-level)', 'Sector percent', 'Untied amount(Project-level budget)', 'Branch name', 'Indigenous issues (marker)', 'IRTC percent', 'Organisation ID', 'Branch ID', 'Disability issues (marker)', 'Bilateral aid (international marker)', 'Fund centre name', 'Gender equality (marker)', 'Status', 'Continent name', 'Youth issues (marker)', 'Fund centre ID', 'Biodiversity (marker)', 'Climate change mitigation (marker)', 'Section name', 'Children issues (marker)', 'Enviromental sustainability (marker)', 'Trade development (marker)', 'Organisation class', 'Project number', 'Urban issues (marker)', 'Amount spent', 'ICT as a tool for development (marker)', 'PBA type', 'Organisation name', 'Organisation sub-class', 'Organisation type', 'Desertification (marker)', 'Participatory development and good governance', 'Continent ID', 'Division ID', 'Division name', 'Section ID', 'Regional program (marker)', 'FSTC percent', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Programming process (new)']","['miller2_AmountSpent', 'miller2_ProjectNumber', 'miller2_MaximumCIDAContribution(project-level)', 'miller2_UntiedAmount(Project-levelBudget)', 'miller2_OrganisationID', 'miller2_OrganisationName', 'miller2_ProjectBrowserCountryID', 'miller2_CountryRegionID', 'miller2_CountryRegionName', 'miller2_SectorID', 'miller2_SectorName', 'miller2_FundCentreID', 'miller2_FundCentreName', 'miller2_SectionName', 'miller2_OrganisationSub-class', 'miller2_BranchName', 'miller2_OrganisationClass', 'miller2_ContinentName', 'miller2_BranchID', 'miller2_ContinentID', 'miller2_TradeDevelopment(marker)', 'miller2_DisabilityIssues(marker)', 'miller2_ParticipatoryDevelopmentAndGoodGovernance', 'miller2_Desertification(marker)', 'miller2_UrbanIssues(marker)', 'miller2_Biodiversity(marker)', 'miller2_ICTAsAToolForDevelopment(marker)', 'miller2_ClimateChangeMitigation(marker)', 'miller2_ChildrenIssues(marker)', 'miller2_KnowledgeForDevelopment(marker)', 'miller2_IndigenousIssues(marker)', 'miller2_YouthIssues(marker)', 'miller2_GenderEquality(marker)', 'miller2_ClimateChangeAdaptation(marker)', 'miller2_EnviromentalSustainability(marker)', 'miller2_OrganisationType', 'miller2_Status', 'miller2_CountryRegionPercent', 'miller2_SectorPercent', 'miller2_BilateralAid(internationalMarker)', 'miller2_FiscalYear', 'miller2_PBAType', 'miller2_IRTCPercent']",0.53,0.37,0.93,N1
5888,OpenData,miller2_both_0_70_ac2_ev,View-Unionable,13,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'IRTC percent', 'Section name', 'Branch ID', 'Sector percent', 'Gender equality (marker)', 'Participatory development and good governance', 'Organisation sub-class', 'Regional program (marker)', 'Youth issues (marker)', 'Sector ID', 'Section ID', 'Climate change adaptation (marker)', 'Biodiversity (marker)', 'CountryRegion name', 'FSTC percent', 'Organisation type', 'Knowledge for development (marker)', 'Status', 'Climate change mitigation (marker)', 'Organisation class', 'CIDA business delivery model (old)', 'Indigenous issues (marker)', 'Disability issues (marker)', 'Amount spent', 'ICT as a tool for development (marker)', 'Division name', 'Continent ID', 'Programming process (new)', 'CFLI (marker)', 'CountryRegion percent', 'Project number', 'Desertification (marker)', 'Children issues (marker)', 'Fund centre ID', 'Maximum CIDA contribution (project-level)', 'Branch name', 'Division ID', 'Fund centre name', 'Untied amount(Project-level budget)', 'Bilateral aid (international marker)', 'PBA type', 'Enviromental sustainability (marker)']","['AmSp', 'ProjNu', 'OrganiNa', 'OrganID', 'ProjBrowCouID', 'CoRegNa', 'CoRegID', 'SecNa', 'SecID', 'FCeID', 'SectN', 'OrganS', 'SectID', 'DiNa', 'OrgaCl', 'PartDeveloAGGover', 'ContiID', 'ContiN', 'BraID', 'IndIs', 'Biodiv', 'ClimChMit', 'TraDevel', 'ChilIs', 'OrganiTy', 'GenEq', 'KnowlFoDevel', 'YouIs', 'DisaIss', 'UrbIs', 'Desertif', 'St', 'ClimChaAdap', 'ICTAATFDevel', 'CIDABuDeliMod', 'CFLI', 'CoRegPerc', 'SecPe', 'FSTCPer', 'RegPro', 'IRTCPe', 'FisYe', 'ProgrPro']",0.58,0.43,0.88,N2
5909,OpenData,miller2_both_0_70_ac4_ev,View-Unionable,13,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Project number', 'Organisation type', 'Maximum CIDA contribution (project-level)', 'Participatory development and good governance', 'ICT as a tool for development (marker)', 'Regional program (marker)', 'Organisation sub-class', 'Gender equality (marker)', 'CountryRegion ID', 'Sector percent', 'Organisation class', 'Indigenous issues (marker)', 'Continent ID', 'Disability issues (marker)', 'IRTC percent', 'Branch ID', 'FSTC percent', 'Organisation ID', 'Climate change mitigation (marker)', 'Desertification (marker)', 'Youth issues (marker)', 'Amount spent', 'CountryRegion name', 'Organisation name', 'Climate change adaptation (marker)', 'Fund centre name', 'Knowledge for development (marker)', 'CFLI (marker)', 'Division name', 'Division ID', 'Trade development (marker)', 'Untied amount(Project-level budget)', 'Project Browser country ID', 'Children issues (marker)', 'Status', 'Branch name', 'Section ID', 'Section name', 'Fund centre ID', 'CIDA business delivery model (old)', 'Programming process (new)', 'Bilateral aid (international marker)']","['miller2_AmSp', 'miller2_ProjNu', 'miller2_MaxiCIDACont', 'miller2_UntAmProBud', 'miller2_OrgaID', 'miller2_OrgNa', 'miller2_ProjBrowCoID', 'miller2_CounReID', 'miller2_CounRegN', 'miller2_SeID', 'miller2_SecN', 'miller2_FuCeN', 'miller2_OrganiS', 'miller2_DiN', 'miller2_DiID', 'miller2_OrgCla', 'miller2_BraID', 'miller2_ClimChMiti', 'miller2_ContiN', 'miller2_ContID', 'miller2_OrganiT', 'miller2_UrbIs', 'miller2_Biod', 'miller2_IndiIs', 'miller2_TraDevelo', 'miller2_Desert', 'miller2_ChiIs', 'miller2_ICTAAToFoDeve', 'miller2_GenEq', 'miller2_ClChaAda', 'miller2_YoIss', 'miller2_ParticiDeveloAnGGov', 'miller2_DisabIs', 'miller2_KnowFDevel', 'miller2_EnviSust', 'miller2_SecPe', 'miller2_FSTCPe', 'miller2_CFLI', 'miller2_IRTCPe', 'miller2_CoRePerc', 'miller2_ReProg', 'miller2_FiY', 'miller2_PBATy']",0.0,0.0,0.0,N4
5911,OpenData,miller2_both_0_50_ac5_ev,View-Unionable,13,"[0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Children issues (marker)', 'Organisation ID', 'IRTC percent', 'Sector percent', 'Organisation name', 'Enviromental sustainability (marker)', 'Continent ID', 'FSTC percent', 'Project number', 'Urban issues (marker)', 'PBA type', 'CountryRegion ID', 'Continent name', 'Branch ID', 'Maximum CIDA contribution (project-level)', 'Climate change adaptation (marker)', 'Project Browser country ID', 'Sector name', 'Trade development (marker)', 'Fund centre ID', 'Programming process (new)', 'Disability issues (marker)', 'Gender equality (marker)', 'Climate change mitigation (marker)', 'Status', 'Branch name', 'Division ID', 'Division name', 'Section ID', 'Section name', 'Regional program (marker)', 'Fund centre name', 'Untied amount(Project-level budget)', 'CFLI (marker)', 'CIDA business delivery model (old)', 'Bilateral aid (international marker)', 'Desertification (marker)']","['miller2_mntspnt', 'miller2_prjctnmbr', 'miller2_mxmmcdcntrbtn(prjct-lvl)', 'miller2_rgnstnd', 'miller2_rgnstnnm', 'miller2_prjctbrwsrcntrd', 'miller2_cntrrgnnm', 'miller2_cntrrgnd', 'miller2_sctrnm', 'miller2_sctrd', 'miller2_fndcntrd', 'miller2_rgnstnsb-clss', 'miller2_rgnstnclss', 'miller2_brnchd', 'miller2_cntnntnm', 'miller2_ndgnssss(mrkr)', 'miller2_chldrnsss(mrkr)', 'miller2_rgnstntp', 'miller2_prtcptrdvlpmntndgdgvrnnc', 'miller2_dsbltsss(mrkr)', 'miller2_bdvrst(mrkr)', 'miller2_gndrqlt(mrkr)', 'miller2_cntnntd', 'miller2_clmtchngmtgtn(mrkr)', 'miller2_knwldgfrdvlpmnt(mrkr)', 'miller2_rbnsss(mrkr)', 'miller2_trddvlpmnt(mrkr)', 'miller2_thsss(mrkr)', 'miller2_ctstlfrdvlpmnt(mrkr)', 'miller2_clmtchngdpttn(mrkr)', 'miller2_nvrmntlsstnblt(mrkr)', 'miller2_sctrprcnt', 'miller2_fstcprcnt', 'miller2_cntrrgnprcnt', 'miller2_rtcprcnt', 'miller2_fsclr', 'miller2_pbtp', 'miller2_prgrmmngprcss(nw)']",0.0,0.0,0.0,N5
5913,OpenData,miller2_both_0_70_ac1_ev,View-Unionable,13,"[0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Organisation class', 'Gender equality (marker)', 'CIDA business delivery model (old)', 'Sector percent', 'Continent name', 'Trade development (marker)', 'Project Browser country ID', 'Sector name', 'Fund centre ID', 'Knowledge for development (marker)', 'Organisation sub-class', 'Climate change mitigation (marker)', 'Enviromental sustainability (marker)', 'Desertification (marker)', 'Biodiversity (marker)', 'Participatory development and good governance', 'Organisation name', 'ICT as a tool for development (marker)', 'Indigenous issues (marker)', 'Branch name', 'Branch ID', 'Division name', 'Status', 'Division ID', 'CountryRegion ID', 'PBA type', 'CountryRegion name', 'Untied amount(Project-level budget)', 'Fund centre name', 'Programming process (new)', 'Maximum CIDA contribution (project-level)', 'Sector ID', 'CountryRegion percent', 'Children issues (marker)', 'Project number', 'Section ID', 'Section name', 'Regional program (marker)', 'FSTC percent', 'IRTC percent', 'CFLI (marker)', 'Bilateral aid (international marker)']","['miller2_AmountSpent', 'miller2_MaximumCIDAContribution(project-level)', 'miller2_UntiedAmount(Project-levelBudget)', 'miller2_OrganisationName', 'miller2_OrganisationID', 'miller2_ProjectBrowserCountryID', 'miller2_CountryRegionName', 'miller2_CountryRegionID', 'miller2_SectorID', 'miller2_SectorName', 'miller2_FundCentreName', 'miller2_FundCentreID', 'miller2_OrganisationSub-class', 'miller2_DivisionID', 'miller2_DivisionName', 'miller2_BranchID', 'miller2_OrganisationClass', 'miller2_ContinentID', 'miller2_ContinentName', 'miller2_BranchName', 'miller2_YouthIssues(marker)', 'miller2_Biodiversity(marker)', 'miller2_DisabilityIssues(marker)', 'miller2_Desertification(marker)', 'miller2_TradeDevelopment(marker)', 'miller2_UrbanIssues(marker)', 'miller2_ParticipatoryDevelopmentAndGoodGovernance', 'miller2_KnowledgeForDevelopment(marker)', 'miller2_IndigenousIssues(marker)', 'miller2_OrganisationType', 'miller2_ChildrenIssues(marker)', 'miller2_Status', 'miller2_CIDABusinessDeliveryModel(old)', 'miller2_ClimateChangeMitigation(marker)', 'miller2_GenderEquality(marker)', 'miller2_ClimateChangeAdaptation(marker)', 'miller2_ICTAsAToolForDevelopment(marker)', 'miller2_CountryRegionPercent', 'miller2_SectorPercent', 'miller2_EnviromentalSustainability(marker)', 'miller2_FiscalYear', 'miller2_PBAType', 'miller2_ProgrammingProcess(new)']",0.49,0.34,0.86,N1
5922,OpenData,miller2_both_0_70_ac5_av,View-Unionable,13,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Fiscal year', 'Organisation type', 'Programming process (new)', 'Organisation name', 'PBA type', 'CIDA business delivery model (old)', 'Climate change adaptation (marker)', 'Continent ID', 'Biodiversity (marker)', 'Desertification (marker)', 'Maximum CIDA contribution (project-level)', 'IRTC percent', 'Youth issues (marker)', 'Children issues (marker)', 'Section ID', 'Organisation sub-class', 'Fund centre ID', 'Section name', 'Urban issues (marker)', 'Branch ID', 'Project Browser country ID', 'Project number', 'Organisation class', 'FSTC percent', 'Division name', 'Organisation ID', 'Division ID', 'Sector percent', 'CountryRegion name', 'Gender equality (marker)', 'ICT as a tool for development (marker)', 'Branch name', 'CountryRegion percent', 'CFLI (marker)', 'Indigenous issues (marker)', 'Status', 'Regional program (marker)', 'Fund centre name', 'Untied amount(Project-level budget)', 'Bilateral aid (international marker)', 'Enviromental sustainability (marker)', 'Climate change mitigation (marker)', 'Participatory development and good governance']","['miller2_mntspnt', 'miller2_prjctnmbr', 'miller2_mxmmcdcntrbtn(prjct-lvl)', 'miller2_rgnstnd', 'miller2_rgnstnnm', 'miller2_prjctbrwsrcntrd', 'miller2_cntrrgnnm', 'miller2_cntrrgnd', 'miller2_sctrnm', 'miller2_sctrd', 'miller2_fndcntrd', 'miller2_sctnd', 'miller2_sctnnm', 'miller2_rgnstnsb-clss', 'miller2_dvsnnm', 'miller2_dvsnd', 'miller2_rgnstnclss', 'miller2_cntnntd', 'miller2_chldrnsss(mrkr)', 'miller2_ndgnssss(mrkr)', 'miller2_cntnntnm', 'miller2_brnchd', 'miller2_thsss(mrkr)', 'miller2_gndrqlt(mrkr)', 'miller2_knwldgfrdvlpmnt(mrkr)', 'miller2_rgnstntp', 'miller2_rbnsss(mrkr)', 'miller2_bdvrst(mrkr)', 'miller2_dsbltsss(mrkr)', 'miller2_brnchnm', 'miller2_dsrtfctn(mrkr)', 'miller2_trddvlpmnt(mrkr)', 'miller2_clmtchngdpttn(mrkr)', 'miller2_cdbsnssdlvrmdl(ld)', 'miller2_sctrprcnt', 'miller2_cntrrgnprcnt', 'miller2_ctstlfrdvlpmnt(mrkr)', 'miller2_fstcprcnt', 'miller2_cfl(mrkr)', 'miller2_rtcprcnt', 'miller2_prgrmmngprcss(nw)', 'miller2_fsclr', 'miller2_pbtp']",0.0,0.0,0.0,N5
